event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT07948,2026-01-28 14:20:00,Login Success,Critical,Normal,0.0772450916145054,Normal Activity,High,3,No major suspicious indicators,0,No,5.0,35.28,Low,moderate anomaly evidence
EVT07949,2026-01-28 14:25:00,Suspicious Process Execution,Critical,Normal,0.0339643481076903,Suspicious Process,High,3,No major suspicious indicators,6,No,8.8,65.06,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT07950,2026-01-28 14:30:00,Ransomware Detected,Low,Normal,0.1184314493758122,Ransomware,Critical,4,Ransomware event detected,0,No,2.1,19.11,Low,limited supporting security evidence
EVT07951,2026-01-28 14:35:00,USB Device Connected,High,Normal,0.0283977118900432,Suspicious Device Activity,High,3,Malware indicator present,0,Yes,7.6,56.3,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT07952,2026-01-28 14:40:00,USB Device Connected,High,Normal,0.0835630606908819,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,0.0,22.68,Low,limited supporting security evidence
EVT07953,2026-01-28 14:45:00,Login Success,High,Normal,0.1389858114583666,Normal Activity,Medium,2,No major suspicious indicators,0,No,6.2,23.37,Low,limited supporting security evidence
EVT07954,2026-01-28 14:50:00,DDoS Attempt,Critical,Normal,0.0724484100451735,DDoS,High,3,DDoS indicator,2,No,3.6,37.01,Low,moderate anomaly evidence
EVT07955,2026-01-28 14:55:00,Port Scan,High,Normal,0.1267859261187466,Port Scanning,Medium,2,No major suspicious indicators,0,No,4.7,22.91,Low,limited supporting security evidence
EVT07956,2026-01-28 15:00:00,VPN Connection,High,Normal,0.134822579674166,VPN Activity,Medium,2,No major suspicious indicators,0,No,5.3,22.35,Low,limited supporting security evidence
EVT07957,2026-01-28 15:05:00,VPN Connection,Medium,Normal,0.1058274264159148,VPN Activity,Low,1,No major suspicious indicators,0,No,4.3,26.98,Low,limited supporting security evidence
EVT07958,2026-01-28 15:10:00,SQL Injection Attempt,High,Normal,0.1436218990067618,SQL Injection,High,3,SQL injection indicator,0,No,5.1,19.83,Low,limited supporting security evidence
EVT07959,2026-01-28 15:15:00,Account Lockout,Low,Normal,0.0964478179316864,Suspicious Activity,Low,1,No major suspicious indicators,0,No,8.0,37.41,Low,high CVSS
EVT07960,2026-01-28 15:20:00,SQL Injection Attempt,High,Suspicious,-0.0191599160070367,SQL Injection,High,3,ML anomaly detected + SQL injection indicator + Malware indicator present,8,Yes,4.3,75.01,High,strong anomaly evidence + high failed-login activity + malware detected
EVT07961,2026-01-28 15:25:00,SQL Injection Attempt,High,Suspicious,-0.0054372835335925,SQL Injection,High,3,ML anomaly detected + SQL injection indicator + Malware indicator present,4,Yes,4.1,63.92,Moderate,strong anomaly evidence + malware detected
EVT07962,2026-01-28 15:30:00,DNS Tunneling Detected,High,Normal,0.1211315106603042,DNS Tunneling,Medium,2,No major suspicious indicators,0,No,5.9,26.92,Low,limited supporting security evidence
EVT07963,2026-01-28 15:35:00,Credential Dumping,Medium,Normal,0.1565802758872101,Credential Theft,High,3,Credential theft indicator,0,No,5.2,16.99,Low,limited supporting security evidence
EVT07964,2026-01-28 15:40:00,USB Device Connected,Medium,Normal,0.1387571271389172,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,1.3,12.53,Low,limited supporting security evidence
EVT07965,2026-01-28 15:45:00,Configuration Change,Medium,Normal,0.1038515827796345,Configuration Change,Low,1,No major suspicious indicators,2,No,7.8,38.92,Low,high CVSS
EVT07966,2026-01-28 15:50:00,Session Hijacking Attempt,High,Normal,0.0445964880847895,Session Hijacking,Medium,2,No major suspicious indicators,7,No,0.6,46.18,Moderate,moderate anomaly evidence + high failed-login activity
EVT07967,2026-01-28 15:55:00,Malware Detection,Medium,Normal,0.1601691950979478,Malware,Low,1,Malware event detected,0,No,8.3,23.03,Low,high CVSS
EVT07968,2026-01-28 16:00:00,Port Scan,High,Normal,0.0143346692741457,Port Scanning,High,3,Malware indicator present,0,Yes,0.9,44.73,Moderate,moderate anomaly evidence + malware detected
EVT07969,2026-01-28 16:05:00,Firewall Rule Change,Medium,Normal,0.1125655775737997,Security Configuration Change,Low,1,No major suspicious indicators,0,No,5.8,28.72,Low,limited supporting security evidence
EVT07970,2026-01-28 16:10:00,Firewall Rule Change,Low,Normal,0.0962452345402385,Security Configuration Change,Low,1,No major suspicious indicators,0,No,1.6,23.24,Low,limited supporting security evidence
EVT07971,2026-01-28 16:15:00,SQL Injection Attempt,High,Normal,0.0773121222690865,SQL Injection,High,3,SQL injection indicator,4,No,1.0,33.78,Low,moderate anomaly evidence
EVT07972,2026-01-28 16:20:00,Failed Login,Medium,Normal,0.1432747019378908,Brute Force,Low,1,Authentication attack indicator,0,No,0.3,9.24,Low,limited supporting security evidence
EVT07973,2026-01-28 16:25:00,Session Hijacking Attempt,Medium,Normal,0.0546755667970962,Session Hijacking,Low,1,No major suspicious indicators,8,No,5.8,57.21,Moderate,moderate anomaly evidence + high failed-login activity
EVT07974,2026-01-28 16:30:00,USB Device Connected,Medium,Normal,0.1220677192769823,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,2.6,19.36,Low,limited supporting security evidence
EVT07975,2026-01-28 16:35:00,Firewall Rule Change,High,Normal,0.1015819641178131,Security Configuration Change,Medium,2,No major suspicious indicators,0,No,8.7,37.76,Low,high CVSS
EVT07976,2026-01-28 16:40:00,Phishing Email,Low,Normal,0.0275877761553284,Phishing,High,3,Phishing indicator + Malware indicator present,0,Yes,3.5,47.38,Moderate,moderate anomaly evidence + malware detected
EVT07977,2026-01-28 16:45:00,DDoS Attempt,Critical,Normal,0.0824008175409904,DDoS,High,3,DDoS indicator,0,No,7.0,38.51,Low,high CVSS
EVT07978,2026-01-28 16:50:00,Suspicious Process Execution,High,Normal,0.1125993505653372,Suspicious Process,Medium,2,No major suspicious indicators,0,No,4.4,25.6,Low,limited supporting security evidence
EVT07979,2026-01-28 16:55:00,USB Device Connected,Medium,Normal,0.0612510288794848,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,0.1,28.17,Low,moderate anomaly evidence
EVT07980,2026-01-28 17:00:00,File Access,Low,Normal,0.1049212338333128,File Activity,Low,1,No major suspicious indicators,0,No,4.5,27.63,Low,limited supporting security evidence
EVT07981,2026-01-28 17:05:00,Privilege Escalation,Medium,Normal,0.1183458154802518,Privilege Escalation,High,3,No major suspicious indicators,0,No,5.9,27.57,Low,limited supporting security evidence
EVT07982,2026-01-28 17:10:00,File Access,Critical,Normal,0.0870875871079528,File Activity,High,3,No major suspicious indicators,0,No,1.3,24.74,Low,limited supporting security evidence
EVT07983,2026-01-28 17:15:00,Suspicious Process Execution,High,Suspicious,-0.0233631141135858,Suspicious Process,High,3,ML anomaly detected + Malware indicator present,2,Yes,2.3,60.45,Moderate,strong anomaly evidence + malware detected
EVT07984,2026-01-28 17:20:00,Privilege Escalation,High,Suspicious,-0.0008906796595079,Privilege Escalation,High,3,ML anomaly detected + Malware indicator present,0,Yes,0.9,48.33,Moderate,strong anomaly evidence + malware detected
EVT07985,2026-01-28 17:25:00,Privilege Escalation,Critical,Normal,0.10032043388491,Privilege Escalation,High,3,No major suspicious indicators,0,No,4.4,28.5,Low,limited supporting security evidence
EVT07986,2026-01-28 17:30:00,SQL Injection Attempt,High,Normal,0.1139345787935576,SQL Injection,High,3,SQL injection indicator,0,No,8.7,34.84,Low,high CVSS
EVT07987,2026-01-28 17:35:00,Suspicious Process Execution,Critical,Normal,0.1010936578363898,Suspicious Process,High,3,No major suspicious indicators,0,No,8.5,37.43,Low,high CVSS
EVT07988,2026-01-28 17:40:00,DDoS Attempt,Critical,Normal,0.068840899319692,DDoS,High,3,DDoS indicator + Critical CVSS score (9.8),0,No,9.8,47.93,Moderate,moderate anomaly evidence + high CVSS
EVT07989,2026-01-28 17:45:00,Web Shell Detected,Medium,Normal,0.0085624653082214,Web Shell,High,3,Malware indicator present,0,Yes,3.4,51.65,Moderate,moderate anomaly evidence + malware detected
EVT07990,2026-01-28 17:50:00,Malware Detection,Critical,Normal,0.0884164847539512,Malware,High,3,Malware event detected,3,No,1.6,30.64,Low,limited supporting security evidence
EVT07991,2026-01-28 17:55:00,Account Lockout,Medium,Normal,0.1289149232053527,Suspicious Activity,Low,1,No major suspicious indicators,0,No,3.3,19.3,Low,limited supporting security evidence
EVT07992,2026-01-28 18:00:00,File Access,High,Normal,0.1592049533071435,File Activity,Medium,2,No major suspicious indicators,0,No,4.1,13.92,Low,limited supporting security evidence
EVT07993,2026-01-28 18:05:00,File Access,Medium,Normal,0.1308240152720781,File Activity,Low,1,No major suspicious indicators,0,No,8.3,29.96,Low,high CVSS
EVT07994,2026-01-28 18:10:00,Configuration Change,Medium,Normal,0.1130570285599283,Configuration Change,Low,1,No major suspicious indicators,5,No,5.4,36.97,Low,limited supporting security evidence
EVT07995,2026-01-28 18:15:00,Firewall Rule Change,High,Normal,0.0426462728648165,Security Configuration Change,High,3,Malware indicator present,4,Yes,3.8,51.9,Moderate,moderate anomaly evidence + malware detected
EVT07996,2026-01-28 18:20:00,File Access,Medium,Normal,0.0201800821336751,File Activity,High,3,Malware indicator present,0,Yes,1.3,44.24,Moderate,moderate anomaly evidence + malware detected
EVT07997,2026-01-28 18:25:00,Privilege Escalation,Medium,Normal,0.036416613903932,Privilege Escalation,High,3,Malware indicator present,0,Yes,3.2,44.63,Moderate,moderate anomaly evidence + malware detected
EVT07998,2026-01-28 18:30:00,Web Shell Detected,Medium,Normal,0.1061353299632072,Web Shell,Medium,2,No major suspicious indicators,0,No,8.5,36.24,Low,high CVSS
EVT07999,2026-01-28 18:35:00,Ransomware Detected,Low,Normal,0.0515433518147908,Ransomware,Critical,4,Ransomware event detected,4,No,1.5,40.98,Moderate,moderate anomaly evidence
EVT08000,2026-01-28 18:40:00,VPN Connection,Medium,Normal,0.0605562275700658,VPN Activity,Low,1,Critical CVSS score (9.9),0,No,9.9,50.11,Moderate,moderate anomaly evidence + high CVSS
EVT08001,2026-01-28 18:45:00,Web Shell Detected,High,Normal,0.0870631638862966,Web Shell,Medium,2,Critical CVSS score (9.1),1,No,9.1,43.93,Moderate,high CVSS
EVT08002,2026-01-28 18:50:00,Suspicious Process Execution,Medium,Normal,0.108583937102837,Suspicious Process,Low,1,No major suspicious indicators,4,No,2.8,30.4,Low,limited supporting security evidence
EVT08003,2026-01-28 18:55:00,Web Shell Detected,High,Normal,0.0229116235722256,Web Shell,High,3,Malware indicator present,0,Yes,0.3,41.37,Moderate,moderate anomaly evidence + malware detected
EVT08004,2026-01-28 19:00:00,File Access,Critical,Normal,0.0970722789254086,File Activity,High,3,No major suspicious indicators,0,No,4.2,28.82,Low,limited supporting security evidence
EVT08005,2026-01-28 19:05:00,Login Success,Low,Normal,0.0715754522413236,Normal Activity,Normal,0,No major suspicious indicators,0,No,0.6,26.84,Low,moderate anomaly evidence
EVT08006,2026-01-28 19:10:00,Port Scan,Critical,Normal,0.1025225311321715,Port Scanning,Medium,2,No major suspicious indicators,0,No,3.0,24.87,Low,limited supporting security evidence
EVT08007,2026-01-28 19:15:00,Data Exfiltration Attempt,Medium,Normal,0.0311236542497488,Data Exfiltration,Low,1,No major suspicious indicators,6,No,6.3,60.18,Moderate,moderate anomaly evidence + high failed-login activity
EVT08008,2026-01-28 19:20:00,Brute Force,Low,Normal,0.0101905130207089,Brute Force,High,3,High failed login activity (5 attempts),5,No,1.9,53.49,Moderate,moderate anomaly evidence
EVT08009,2026-01-28 19:25:00,Port Scan,High,Normal,0.102561796630524,Port Scanning,Medium,2,No major suspicious indicators,0,No,3.9,26.86,Low,limited supporting security evidence
EVT08010,2026-01-28 19:30:00,Failed Login,Low,Normal,0.07108036689979,Brute Force,Low,1,Authentication attack indicator,0,No,1.4,28.74,Low,moderate anomaly evidence
EVT08011,2026-01-28 19:35:00,SQL Injection Attempt,Critical,Normal,0.0398778917299165,SQL Injection,High,3,SQL injection indicator,2,No,2.9,43.14,Moderate,moderate anomaly evidence
EVT08012,2026-01-28 19:40:00,DDoS Attempt,Medium,Normal,0.0736939459072795,DDoS,High,3,DDoS indicator,4,No,1.3,35.31,Low,moderate anomaly evidence
EVT08013,2026-01-28 19:45:00,DDoS Attempt,High,Normal,0.1171695984900864,DDoS,High,3,DDoS indicator,0,No,5.2,26.3,Low,limited supporting security evidence
EVT08014,2026-01-28 19:50:00,Port Scan,High,Normal,0.0836713766927502,Port Scanning,Medium,2,No major suspicious indicators,8,No,5.8,50.36,Moderate,high failed-login activity
EVT08015,2026-01-28 19:55:00,Brute Force,Medium,Normal,0.1405734040575817,Brute Force,Low,1,Authentication attack indicator,0,No,6.9,24.55,Low,limited supporting security evidence
EVT08016,2026-01-28 20:00:00,Configuration Change,Low,Normal,0.1210286489107838,Configuration Change,Low,1,No major suspicious indicators,0,No,3.2,20.94,Low,limited supporting security evidence
EVT08017,2026-01-28 20:05:00,Port Scan,High,Normal,0.1564526921927977,Port Scanning,Medium,2,No major suspicious indicators,0,No,5.7,18.13,Low,limited supporting security evidence
EVT08018,2026-01-28 20:10:00,Phishing Email,Medium,Normal,0.0852607182080446,Phishing,Medium,2,Phishing indicator,4,No,4.5,39.69,Low,limited supporting security evidence
EVT08019,2026-01-28 20:15:00,Session Hijacking Attempt,Medium,Normal,0.147264846796542,Session Hijacking,Low,1,No major suspicious indicators,0,No,8.2,25.86,Low,high CVSS
EVT08020,2026-01-28 20:20:00,Firewall Rule Change,High,Normal,0.1591512097050716,Security Configuration Change,Medium,2,No major suspicious indicators,0,No,5.6,17.27,Low,limited supporting security evidence
EVT08021,2026-01-28 20:25:00,DDoS Attempt,Critical,Suspicious,-0.0017086954839693,DDoS,High,3,ML anomaly detected + DDoS indicator,8,No,5.3,69.41,Moderate,strong anomaly evidence + high failed-login activity
EVT08022,2026-01-28 20:30:00,Failed Login,Medium,Normal,0.1052873260401159,Brute Force,Low,1,Authentication attack indicator + Critical CVSS score (9.6),0,No,9.6,38.88,Low,high CVSS
EVT08023,2026-01-28 20:35:00,Ransomware Detected,High,Normal,0.1086570282713615,Ransomware,Critical,4,Ransomware event detected,0,No,3.9,25.42,Low,limited supporting security evidence
EVT08024,2026-01-28 20:40:00,DNS Tunneling Detected,High,Normal,0.0769896448730221,DNS Tunneling,Medium,2,No major suspicious indicators,4,No,1.8,35.64,Low,moderate anomaly evidence
EVT08025,2026-01-28 20:45:00,SQL Injection Attempt,High,Normal,0.0252843045155181,SQL Injection,High,3,SQL injection indicator + Malware indicator present,0,Yes,4.2,49.48,Moderate,moderate anomaly evidence + malware detected
EVT08026,2026-01-28 20:50:00,Lateral Movement Detected,Low,Normal,0.0893253946411701,Lateral Movement,Medium,2,No major suspicious indicators,0,No,6.0,34.65,Low,limited supporting security evidence
EVT08027,2026-01-28 20:55:00,Account Lockout,Low,Normal,0.1142399097850033,Suspicious Activity,Low,1,No major suspicious indicators,0,No,6.5,29.88,Low,limited supporting security evidence
EVT08028,2026-01-28 21:00:00,File Access,High,Normal,0.1022394108802011,File Activity,Medium,2,No major suspicious indicators,0,No,0.2,18.71,Low,limited supporting security evidence
EVT08029,2026-01-28 21:05:00,Configuration Change,Low,Normal,0.1145128304389832,Configuration Change,Low,1,No major suspicious indicators,0,No,2.6,21.15,Low,limited supporting security evidence
EVT08030,2026-01-28 21:10:00,Web Shell Detected,High,Normal,0.0685902105574071,Web Shell,Medium,2,No major suspicious indicators,0,No,7.5,42.88,Moderate,moderate anomaly evidence + high CVSS
EVT08031,2026-01-28 21:15:00,Account Lockout,Medium,Normal,0.0936824454303422,Suspicious Activity,Low,1,Critical CVSS score (10.0),0,No,10.0,42.51,Moderate,high CVSS
EVT08032,2026-01-28 21:20:00,VPN Connection,Medium,Normal,0.010460164871513,VPN Activity,High,3,Malware indicator present,0,Yes,8.1,61.65,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08033,2026-01-28 21:25:00,Web Shell Detected,Medium,Normal,0.0730667667142076,Web Shell,Medium,2,No major suspicious indicators,0,No,4.4,34.94,Low,moderate anomaly evidence
EVT08034,2026-01-28 21:30:00,Ransomware Detected,Low,Normal,0.0291685782890164,Ransomware,Critical,4,Ransomware event detected + Malware indicator present,0,Yes,2.8,45.45,Moderate,moderate anomaly evidence + malware detected
EVT08035,2026-01-28 21:35:00,Credential Dumping,Medium,Normal,0.0051312926028733,Credential Theft,High,3,Credential theft indicator + Malware indicator present,8,Yes,7.2,75.72,High,moderate anomaly evidence + high CVSS + high failed-login activity + malware detected
EVT08036,2026-01-28 21:40:00,Firewall Rule Change,High,Normal,0.1598629298802075,Security Configuration Change,Medium,2,No major suspicious indicators,0,No,4.5,14.66,Low,limited supporting security evidence
EVT08037,2026-01-28 21:45:00,Session Hijacking Attempt,Medium,Normal,0.0962728835202204,Session Hijacking,Low,1,No major suspicious indicators,0,No,2.7,25.68,Low,limited supporting security evidence
EVT08038,2026-01-28 21:50:00,USB Device Connected,Critical,Normal,0.0446453549084737,Suspicious Device Activity,High,3,No major suspicious indicators,0,No,8.9,51.65,Moderate,moderate anomaly evidence + high CVSS
EVT08039,2026-01-28 21:55:00,Firewall Rule Change,High,Suspicious,-0.0075394196123255,Security Configuration Change,High,3,ML anomaly detected + Malware indicator present,0,Yes,1.5,51.23,Moderate,strong anomaly evidence + malware detected
EVT08040,2026-01-28 22:00:00,Account Lockout,High,Normal,0.1252920542704997,Suspicious Activity,Medium,2,No major suspicious indicators,0,No,3.5,20.6,Low,limited supporting security evidence
EVT08041,2026-01-28 22:05:00,Brute Force,High,Normal,0.1140119530425551,Brute Force,Medium,2,Authentication attack indicator,0,No,7.7,32.6,Low,high CVSS
EVT08042,2026-01-28 22:10:00,Failed Login,Medium,Normal,0.0805267627951394,Brute Force,High,3,Authentication attack indicator + Malware indicator present,0,Yes,3.9,35.77,Low,malware detected
EVT08043,2026-01-28 22:15:00,SQL Injection Attempt,Medium,Normal,0.101431189485726,SQL Injection,High,3,SQL injection indicator,0,No,1.7,22.24,Low,limited supporting security evidence
EVT08044,2026-01-28 22:20:00,Port Scan,Medium,Normal,0.1396272715788323,Port Scanning,Medium,2,No major suspicious indicators,0,No,2.6,15.22,Low,limited supporting security evidence
EVT08045,2026-01-28 22:25:00,Configuration Change,High,Normal,0.0944573158614189,Configuration Change,Medium,2,No major suspicious indicators,0,No,2.9,26.55,Low,limited supporting security evidence
EVT08046,2026-01-28 22:30:00,Lateral Movement Detected,Low,Normal,0.0228178336827649,Lateral Movement,Medium,2,Critical CVSS score (9.6),7,No,9.6,71.32,High,moderate anomaly evidence + high CVSS + high failed-login activity
EVT08047,2026-01-28 22:35:00,USB Device Connected,Critical,Normal,0.0941611266458714,Suspicious Device Activity,High,3,No major suspicious indicators,0,No,0.7,21.73,Low,limited supporting security evidence
EVT08048,2026-01-28 22:40:00,File Access,Critical,Normal,0.0923665990266667,File Activity,High,3,No major suspicious indicators,0,No,1.3,23.49,Low,limited supporting security evidence
EVT08049,2026-01-28 22:45:00,Account Lockout,Low,Normal,0.0796291669236705,Suspicious Activity,Low,1,No major suspicious indicators,0,No,3.5,31.39,Low,limited supporting security evidence
EVT08050,2026-01-28 22:50:00,Malware Detection,Critical,Normal,0.0956571039626679,Malware,High,3,Malware event detected,0,No,3.2,26.93,Low,limited supporting security evidence
EVT08051,2026-01-28 22:55:00,Phishing Email,Medium,Normal,0.0341928636234174,Phishing,High,3,Phishing indicator + Malware indicator present,0,Yes,1.0,40.27,Moderate,moderate anomaly evidence + malware detected
EVT08052,2026-01-28 23:00:00,Credential Dumping,Low,Normal,0.0062785350555483,Credential Theft,High,3,Credential theft indicator + Malware indicator present,0,Yes,8.3,63.08,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08053,2026-01-28 23:05:00,Lateral Movement Detected,Low,Normal,0.05138275138849,Lateral Movement,Medium,2,No major suspicious indicators,6,No,3.3,48.72,Moderate,moderate anomaly evidence + high failed-login activity
EVT08054,2026-01-28 23:10:00,Web Shell Detected,Low,Normal,0.0302787892142947,Web Shell,Medium,2,No major suspicious indicators,0,No,4.3,44.82,Moderate,moderate anomaly evidence
EVT08055,2026-01-28 23:15:00,Unauthorized Access,High,Normal,0.0123849537439534,Unauthorized Access,High,3,Malware indicator present,0,Yes,5.3,54.97,Moderate,moderate anomaly evidence + malware detected
EVT08056,2026-01-28 23:20:00,Ransomware Detected,High,Normal,0.0794795294038533,Ransomware,Critical,4,Ransomware event detected,4,No,3.0,37.72,Low,limited supporting security evidence
EVT08057,2026-01-28 23:25:00,Data Exfiltration Attempt,Medium,Normal,0.0994594069838994,Data Exfiltration,Low,1,Critical CVSS score (9.9),0,No,9.9,40.92,Moderate,high CVSS
EVT08058,2026-01-28 23:30:00,Login Success,Medium,Normal,0.1551869224914439,Normal Activity,Normal,0,No major suspicious indicators,0,No,4.0,14.65,Low,limited supporting security evidence
EVT08059,2026-01-28 23:35:00,Firewall Rule Change,Medium,Normal,0.1400363581727405,Security Configuration Change,Low,1,No major suspicious indicators,0,No,2.7,15.34,Low,limited supporting security evidence
EVT08060,2026-01-28 23:40:00,USB Device Connected,Critical,Normal,0.0321836293107307,Suspicious Device Activity,Critical,4,Malware indicator present,0,Yes,7.7,55.63,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08061,2026-01-28 23:45:00,Brute Force,High,Normal,0.0816766114341578,Brute Force,Medium,2,Authentication attack indicator,2,No,7.5,43.49,Moderate,high CVSS
EVT08062,2026-01-28 23:50:00,Failed Login,High,Normal,0.0966172835245304,Brute Force,Medium,2,Authentication attack indicator,0,No,7.9,37.15,Low,high CVSS
EVT08063,2026-01-28 23:55:00,Credential Dumping,Medium,Normal,0.1001859975272935,Credential Theft,High,3,Credential theft indicator,6,No,2.9,36.31,Low,high failed-login activity
EVT08064,2026-01-29 00:00:00,Data Exfiltration Attempt,High,Normal,0.0719972365527599,Data Exfiltration,Medium,2,Critical CVSS score (10.0),0,No,10.0,47.63,Moderate,moderate anomaly evidence + high CVSS
EVT08065,2026-01-29 00:05:00,Failed Login,Medium,Normal,0.1288453178086223,Brute Force,Low,1,Authentication attack indicator + Critical CVSS score (9.6),0,No,9.6,33.32,Low,high CVSS
EVT08066,2026-01-29 00:10:00,Credential Dumping,Medium,Normal,0.0712131656548026,Credential Theft,High,3,Credential theft indicator + Critical CVSS score (9.2),4,No,9.2,53.45,Moderate,moderate anomaly evidence + high CVSS
EVT08067,2026-01-29 00:15:00,Login Success,High,Normal,0.1212418947774749,Normal Activity,Medium,2,No major suspicious indicators,0,No,2.4,19.11,Low,limited supporting security evidence
EVT08068,2026-01-29 00:20:00,Ransomware Detected,Medium,Normal,0.1572518891858116,Ransomware,Critical,4,Ransomware event detected,0,No,3.6,13.27,Low,limited supporting security evidence
EVT08069,2026-01-29 00:25:00,Suspicious Process Execution,High,Normal,0.0204706585663421,Suspicious Process,High,3,Malware indicator present + Critical CVSS score (9.3),0,Yes,9.3,61.95,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08070,2026-01-29 00:30:00,Port Scan,Low,Normal,0.1147679541466323,Port Scanning,Medium,2,No major suspicious indicators,0,No,6.6,29.98,Low,limited supporting security evidence
EVT08071,2026-01-29 00:35:00,Brute Force,Critical,Normal,0.071892320124957,Brute Force,High,3,Authentication attack indicator,0,No,5.0,36.55,Low,moderate anomaly evidence
EVT08072,2026-01-29 00:40:00,Web Shell Detected,High,Normal,0.0680410143264929,Web Shell,Medium,2,No major suspicious indicators,5,No,3.9,44.27,Moderate,moderate anomaly evidence
EVT08073,2026-01-29 00:45:00,VPN Connection,High,Normal,0.0857905916461567,VPN Activity,Medium,2,No major suspicious indicators,0,No,0.3,22.82,Low,limited supporting security evidence
EVT08074,2026-01-29 00:50:00,Unauthorized Access,Low,Normal,0.0047484995964641,Unauthorized Access,High,3,Malware indicator present,0,Yes,0.6,46.33,Moderate,moderate anomaly evidence + malware detected
EVT08075,2026-01-29 00:55:00,DNS Tunneling Detected,Low,Normal,0.030245818128855,DNS Tunneling,Low,1,No major suspicious indicators,4,No,1.9,46.9,Moderate,moderate anomaly evidence
EVT08076,2026-01-29 01:00:00,Malware Detection,Medium,Normal,0.0640984920385151,Malware,High,3,Malware event detected + Malware indicator present,0,Yes,1.3,33.87,Low,moderate anomaly evidence + malware detected
EVT08077,2026-01-29 01:05:00,Ransomware Detected,Low,Normal,0.0972712899113621,Ransomware,Critical,4,Ransomware event detected,0,No,6.3,33.44,Low,limited supporting security evidence
EVT08078,2026-01-29 01:10:00,Credential Dumping,Critical,Normal,0.0466801194294015,Credential Theft,High,3,Credential theft indicator,0,No,6.8,46.5,Moderate,moderate anomaly evidence
EVT08079,2026-01-29 01:15:00,Unauthorized Access,Low,Normal,0.0572859910812609,Unauthorized Access,Low,1,Critical CVSS score (9.9),1,No,9.9,52.74,Moderate,moderate anomaly evidence + high CVSS
EVT08080,2026-01-29 01:20:00,USB Device Connected,High,Normal,0.0889265120040985,Suspicious Device Activity,Medium,2,No major suspicious indicators,0,No,1.6,24.97,Low,limited supporting security evidence
EVT08081,2026-01-29 01:25:00,Web Shell Detected,Medium,Normal,0.092629027313424,Web Shell,Medium,2,No major suspicious indicators,0,No,2.1,25.2,Low,limited supporting security evidence
EVT08082,2026-01-29 01:30:00,Account Lockout,Medium,Normal,0.0869541966953496,Suspicious Activity,Low,1,No major suspicious indicators,6,No,0.1,33.21,Low,high failed-login activity
EVT08083,2026-01-29 01:35:00,Account Lockout,High,Normal,0.0147773323250008,Suspicious Activity,High,3,Malware indicator present,0,Yes,8.5,61.52,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08084,2026-01-29 01:40:00,Web Shell Detected,High,Normal,0.0682807763131387,Web Shell,Medium,2,Critical CVSS score (9.7),0,No,9.7,47.84,Moderate,moderate anomaly evidence + high CVSS
EVT08085,2026-01-29 01:45:00,Suspicious Process Execution,Medium,Normal,0.0937110088674912,Suspicious Process,Low,1,No major suspicious indicators,0,No,1.9,24.5,Low,limited supporting security evidence
EVT08086,2026-01-29 01:50:00,VPN Connection,Critical,Normal,0.0799144482589772,VPN Activity,High,3,No major suspicious indicators,3,No,4.5,39.1,Low,limited supporting security evidence
EVT08087,2026-01-29 01:55:00,Failed Login,Medium,Normal,0.066150424565162,Brute Force,High,3,High failed login activity (6 attempts),6,No,5.2,49.46,Moderate,moderate anomaly evidence + high failed-login activity
EVT08088,2026-01-29 02:00:00,Brute Force,Low,Normal,0.0529818190810963,Brute Force,High,3,High failed login activity (5 attempts),5,No,3.1,46.05,Moderate,moderate anomaly evidence
EVT08089,2026-01-29 02:05:00,Phishing Email,Low,Normal,0.1007109148991419,Phishing,Medium,2,Phishing indicator,3,No,4.6,34.41,Low,limited supporting security evidence
EVT08090,2026-01-29 02:10:00,Session Hijacking Attempt,Critical,Normal,0.0867885103312339,Session Hijacking,High,3,No major suspicious indicators,0,No,2.3,27.03,Low,limited supporting security evidence
EVT08091,2026-01-29 02:15:00,Configuration Change,High,Normal,0.15128909827751,Configuration Change,Medium,2,No major suspicious indicators,0,No,7.7,23.79,Low,high CVSS
EVT08092,2026-01-29 02:20:00,VPN Connection,Medium,Normal,0.0279053817324241,VPN Activity,High,3,Malware indicator present,0,Yes,8.8,59.08,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT08093,2026-01-29 02:25:00,DDoS Attempt,Medium,Normal,0.1050959870343788,DDoS,High,3,DDoS indicator,0,No,0.2,18.04,Low,limited supporting security evidence
EVT08094,2026-01-29 02:30:00,Unauthorized Access,Medium,Normal,0.0171580949981282,Unauthorized Access,Low,1,No major suspicious indicators,2,No,0.2,42.51,Moderate,moderate anomaly evidence
