event_id,timestamp,source_ip,destination_ip,event_type,severity,status
EVT08434,2026-01-30 06:50:00,221.248.232.103,10.0.0.34,File Access,Medium,Success
EVT08435,2026-01-30 06:55:00,209.13.102.153,10.0.2.24,Unauthorized Access,Medium,Success
EVT08436,2026-01-30 07:00:00,191.250.109.231,10.0.0.125,Malware Detection,Low,Success
EVT08437,2026-01-30 07:05:00,53.153.177.60,10.0.4.34,Firewall Rule Change,Low,Success
EVT08438,2026-01-30 07:10:00,50.199.65.218,10.0.1.72,Login Success,Low,Failed
EVT08439,2026-01-30 07:15:00,77.248.130.160,10.0.1.179,Suspicious Process Execution,Low,Failed
EVT08440,2026-01-30 07:20:00,169.187.18.34,10.0.7.164,File Access,Medium,Success
EVT08441,2026-01-30 07:25:00,196.232.31.128,10.0.7.225,Firewall Rule Change,High,Success
EVT08442,2026-01-30 07:30:00,202.23.68.168,10.0.8.49,Web Shell Detected,Low,Detected
EVT08443,2026-01-30 07:35:00,43.130.251.99,10.0.7.195,Data Exfiltration Attempt,Medium,Success
EVT08444,2026-01-30 07:40:00,148.77.44.169,10.0.8.219,Ransomware Detected,High,Success
EVT08445,2026-01-30 07:45:00,2.250.174.0,10.0.6.94,Account Lockout,Low,Failed
EVT08446,2026-01-30 07:50:00,201.235.57.161,10.0.2.63,Account Lockout,Low,Failed
EVT08447,2026-01-30 07:55:00,171.146.153.201,10.0.4.196,Unauthorized Access,High,Success
EVT08448,2026-01-30 08:00:00,187.57.125.163,10.0.5.67,SQL Injection Attempt,High,Failed
EVT08449,2026-01-30 08:05:00,60.149.83.143,10.0.3.162,Privilege Escalation,Low,Success
EVT08450,2026-01-30 08:10:00,223.182.182.139,10.0.2.85,Lateral Movement Detected,High,Success
EVT08451,2026-01-30 08:15:00,150.103.151.64,10.0.4.44,Unauthorized Access,Critical,Failed
EVT08452,2026-01-30 08:20:00,209.135.92.160,10.0.1.156,Account Lockout,High,Blocked
EVT08453,2026-01-30 08:25:00,212.126.0.19,10.0.8.41,Privilege Escalation,Medium,Success
EVT08454,2026-01-30 08:30:00,166.28.106.81,10.0.7.42,Privilege Escalation,Low,Failed
EVT08455,2026-01-30 08:35:00,125.98.206.61,10.0.2.213,Account Lockout,Low,Failed
EVT08456,2026-01-30 08:40:00,221.59.156.250,10.0.9.107,Configuration Change,Medium,Success
EVT08457,2026-01-30 08:45:00,186.210.73.122,10.0.2.54,Data Exfiltration Attempt,High,Blocked
EVT08458,2026-01-30 08:50:00,52.197.185.238,10.0.7.48,Lateral Movement Detected,High,Detected
EVT08459,2026-01-30 08:55:00,78.109.231.86,10.0.5.26,VPN Connection,High,Detected
EVT08460,2026-01-30 09:00:00,215.153.12.140,10.0.7.59,USB Device Connected,High,Blocked
EVT08461,2026-01-30 09:05:00,107.21.133.77,10.0.8.173,Brute Force,Medium,Failed
EVT08462,2026-01-30 09:10:00,124.141.211.4,10.0.3.135,Web Shell Detected,High,Success
EVT08463,2026-01-30 09:15:00,168.121.195.199,10.0.5.78,Malware Detection,High,Blocked
EVT08464,2026-01-30 09:20:00,66.160.34.66,10.0.1.25,Phishing Email,Low,Detected
EVT08465,2026-01-30 09:25:00,216.190.198.201,10.0.0.242,Credential Dumping,High,Failed
EVT08466,2026-01-30 09:30:00,182.223.128.244,10.0.2.123,Login Success,Medium,Blocked
EVT08467,2026-01-30 09:35:00,5.29.8.179,10.0.1.73,USB Device Connected,High,Blocked
EVT08468,2026-01-30 09:40:00,207.11.23.204,10.0.2.175,Privilege Escalation,Critical,Failed
EVT08469,2026-01-30 09:45:00,2.165.50.76,10.0.2.34,Port Scan,Medium,Failed
EVT08470,2026-01-30 09:50:00,91.68.231.11,10.0.7.99,Port Scan,High,Failed
EVT08471,2026-01-30 09:55:00,72.121.1.171,10.0.9.187,VPN Connection,Medium,Failed
EVT08472,2026-01-30 10:00:00,195.114.15.3,10.0.2.236,DNS Tunneling Detected,High,Failed
EVT08473,2026-01-30 10:05:00,35.59.47.16,10.0.1.149,Credential Dumping,Medium,Failed
EVT08474,2026-01-30 10:10:00,111.170.144.177,10.0.9.239,File Access,Critical,Success
EVT08475,2026-01-30 10:15:00,103.249.157.25,10.0.0.226,Firewall Rule Change,Critical,Blocked
EVT08476,2026-01-30 10:20:00,190.8.0.245,10.0.8.12,SQL Injection Attempt,Medium,Failed
EVT08477,2026-01-30 10:25:00,110.224.63.16,10.0.0.159,USB Device Connected,Medium,Detected
EVT08478,2026-01-30 10:30:00,219.140.187.163,10.0.4.39,Configuration Change,High,Failed
EVT08479,2026-01-30 10:35:00,59.23.148.243,10.0.1.154,Brute Force,Low,Success
EVT08480,2026-01-30 10:40:00,139.196.253.115,10.0.3.26,Login Success,Medium,Detected
EVT08481,2026-01-30 10:45:00,160.179.178.156,10.0.4.35,Data Exfiltration Attempt,Medium,Success
EVT08482,2026-01-30 10:50:00,73.177.83.150,10.0.7.247,Account Lockout,Low,Detected
EVT08483,2026-01-30 10:55:00,210.73.136.70,10.0.9.157,Phishing Email,Critical,Detected
EVT08484,2026-01-30 11:00:00,209.250.56.158,10.0.2.180,VPN Connection,Medium,Blocked
EVT08485,2026-01-30 11:05:00,150.135.237.106,10.0.8.241,Port Scan,Medium,Failed
EVT08486,2026-01-30 11:10:00,110.207.251.203,10.0.9.76,Privilege Escalation,High,Detected
EVT08487,2026-01-30 11:15:00,196.56.3.90,10.0.2.191,Configuration Change,Critical,Failed
EVT08488,2026-01-30 11:20:00,106.236.137.69,10.0.7.253,SQL Injection Attempt,Low,Blocked
EVT08489,2026-01-30 11:25:00,194.46.59.4,10.0.5.108,Lateral Movement Detected,High,Detected
EVT08490,2026-01-30 11:30:00,23.254.30.167,10.0.5.28,Session Hijacking Attempt,Medium,Failed
EVT08491,2026-01-30 11:35:00,107.150.216.222,10.0.4.102,Port Scan,High,Detected
EVT08492,2026-01-30 11:40:00,199.62.90.42,10.0.7.104,Credential Dumping,Low,Blocked
EVT08493,2026-01-30 11:45:00,130.3.36.148,10.0.6.9,Data Exfiltration Attempt,High,Success
EVT08494,2026-01-30 11:50:00,197.254.187.57,10.0.2.128,Ransomware Detected,Low,Failed
EVT08495,2026-01-30 11:55:00,13.97.225.68,10.0.8.160,Data Exfiltration Attempt,Medium,Failed
EVT08496,2026-01-30 12:00:00,220.106.154.170,10.0.8.103,Failed Login,Critical,Failed
EVT08497,2026-01-30 12:05:00,1.113.191.207,10.0.5.134,VPN Connection,Low,Detected
EVT08498,2026-01-30 12:10:00,8.21.51.55,10.0.5.233,Port Scan,Medium,Detected
EVT08499,2026-01-30 12:15:00,87.73.2.168,10.0.4.37,Credential Dumping,Low,Blocked
EVT08500,2026-01-30 12:20:00,90.17.205.212,10.0.6.115,Data Exfiltration Attempt,Low,Success
EVT08501,2026-01-30 12:25:00,113.36.48.208,10.0.1.239,Web Shell Detected,Low,Success
EVT08502,2026-01-30 12:30:00,179.190.136.49,10.0.3.235,Brute Force,High,Success
EVT08503,2026-01-30 12:35:00,194.13.83.143,10.0.5.209,Firewall Rule Change,High,Success
EVT08504,2026-01-30 12:40:00,68.57.246.206,10.0.2.59,Ransomware Detected,High,Detected
EVT08505,2026-01-30 12:45:00,13.46.54.41,10.0.9.24,File Access,High,Success
EVT08506,2026-01-30 12:50:00,201.222.128.167,10.0.7.205,Lateral Movement Detected,Low,Blocked
EVT08507,2026-01-30 12:55:00,213.146.4.9,10.0.4.25,Phishing Email,High,Failed
EVT08508,2026-01-30 13:00:00,20.138.26.201,10.0.1.80,SQL Injection Attempt,High,Success
EVT08509,2026-01-30 13:05:00,214.228.218.193,10.0.2.189,Privilege Escalation,Medium,Success
EVT08510,2026-01-30 13:10:00,30.39.106.17,10.0.8.150,Data Exfiltration Attempt,Critical,Success
EVT08511,2026-01-30 13:15:00,117.250.204.43,10.0.2.226,Phishing Email,Medium,Success
EVT08512,2026-01-30 13:20:00,204.121.236.181,10.0.5.105,Failed Login,Medium,Detected
EVT08513,2026-01-30 13:25:00,223.142.101.172,10.0.9.31,SQL Injection Attempt,Medium,Failed
EVT08514,2026-01-30 13:30:00,188.9.181.205,10.0.4.201,Session Hijacking Attempt,Medium,Success
EVT08515,2026-01-30 13:35:00,157.103.55.99,10.0.9.182,Credential Dumping,Low,Success
EVT08516,2026-01-30 13:40:00,4.147.81.179,10.0.1.32,Failed Login,Medium,Blocked
EVT08517,2026-01-30 13:45:00,210.224.165.186,10.0.4.147,Web Shell Detected,High,Failed
EVT08518,2026-01-30 13:50:00,170.139.84.121,10.0.4.95,File Access,Critical,Failed
EVT08519,2026-01-30 13:55:00,107.173.135.64,10.0.1.232,Ransomware Detected,High,Detected
EVT08520,2026-01-30 14:00:00,108.128.125.245,10.0.5.24,Firewall Rule Change,Critical,Failed
EVT08521,2026-01-30 14:05:00,199.172.35.131,10.0.3.72,DNS Tunneling Detected,Medium,Failed
EVT08522,2026-01-30 14:10:00,29.72.22.210,10.0.2.159,Ransomware Detected,Medium,Success
EVT08523,2026-01-30 14:15:00,92.208.129.243,10.0.2.208,Phishing Email,Low,Failed
EVT08524,2026-01-30 14:20:00,218.6.9.188,10.0.7.98,Phishing Email,Critical,Blocked
EVT08525,2026-01-30 14:25:00,136.15.34.147,10.0.9.66,Data Exfiltration Attempt,Low,Blocked
EVT08526,2026-01-30 14:30:00,223.111.24.230,10.0.3.74,Unauthorized Access,High,Success
EVT08527,2026-01-30 14:35:00,62.108.212.42,10.0.9.42,SQL Injection Attempt,Low,Failed
EVT08528,2026-01-30 14:40:00,162.81.85.7,10.0.5.218,Failed Login,Low,Blocked
EVT08529,2026-01-30 14:45:00,192.121.126.165,10.0.5.99,Ransomware Detected,Low,Success
EVT08530,2026-01-30 14:50:00,94.207.58.139,10.0.2.2,Brute Force,Medium,Detected
EVT08531,2026-01-30 14:55:00,213.50.98.35,10.0.3.117,Suspicious Process Execution,Medium,Success
EVT08532,2026-01-30 15:00:00,161.221.151.114,10.0.7.60,Malware Detection,High,Blocked
EVT08533,2026-01-30 15:05:00,223.149.190.239,10.0.7.86,Session Hijacking Attempt,High,Failed
EVT08534,2026-01-30 15:10:00,200.3.150.70,10.0.7.15,DDoS Attempt,Medium,Detected
EVT08535,2026-01-30 15:15:00,134.205.34.181,10.0.0.55,USB Device Connected,High,Success
EVT08536,2026-01-30 15:20:00,159.195.236.172,10.0.1.180,VPN Connection,Low,Blocked
EVT08537,2026-01-30 15:25:00,59.218.56.188,10.0.8.36,Login Success,Medium,Success
EVT08538,2026-01-30 15:30:00,80.109.216.150,10.0.8.81,Port Scan,Low,Blocked
EVT08539,2026-01-30 15:35:00,162.46.233.161,10.0.3.189,Firewall Rule Change,High,Failed
EVT08540,2026-01-30 15:40:00,106.3.235.209,10.0.9.139,DNS Tunneling Detected,Low,Success
EVT08541,2026-01-30 15:45:00,143.35.237.123,10.0.2.108,Session Hijacking Attempt,Medium,Detected
EVT08542,2026-01-30 15:50:00,145.110.235.54,10.0.7.184,Suspicious Process Execution,High,Success
EVT08543,2026-01-30 15:55:00,134.70.204.35,10.0.8.10,Firewall Rule Change,Critical,Failed
EVT08544,2026-01-30 16:00:00,192.186.64.4,10.0.3.229,Firewall Rule Change,High,Failed
EVT08545,2026-01-30 16:05:00,19.151.25.160,10.0.6.174,Session Hijacking Attempt,Low,Failed
EVT08546,2026-01-30 16:10:00,223.154.3.6,10.0.2.204,Lateral Movement Detected,Medium,Failed
EVT08547,2026-01-30 16:15:00,134.230.164.7,10.0.5.175,Firewall Rule Change,High,Success
EVT08548,2026-01-30 16:20:00,203.28.116.75,10.0.1.125,Malware Detection,Medium,Detected
EVT08549,2026-01-30 16:25:00,48.214.83.254,10.0.2.105,Data Exfiltration Attempt,High,Success
EVT08550,2026-01-30 16:30:00,140.180.252.116,10.0.6.83,Data Exfiltration Attempt,High,Failed
EVT08551,2026-01-30 16:35:00,55.123.223.164,10.0.0.115,Configuration Change,High,Detected
EVT08552,2026-01-30 16:40:00,114.90.52.99,10.0.6.26,Privilege Escalation,Medium,Detected
EVT08553,2026-01-30 16:45:00,144.73.176.3,10.0.7.160,Lateral Movement Detected,High,Success
EVT08554,2026-01-30 16:50:00,204.117.229.192,10.0.8.152,DDoS Attempt,Critical,Failed
EVT08555,2026-01-30 16:55:00,191.127.43.217,10.0.0.63,Configuration Change,Medium,Blocked
EVT08556,2026-01-30 17:00:00,201.71.138.146,10.0.7.120,DNS Tunneling Detected,Medium,Success
EVT08557,2026-01-30 17:05:00,149.109.254.2,10.0.3.222,Account Lockout,Low,Success
EVT08558,2026-01-30 17:10:00,181.181.187.153,10.0.2.137,USB Device Connected,Medium,Detected
EVT08559,2026-01-30 17:15:00,211.171.78.80,10.0.0.180,Credential Dumping,Low,Success
EVT08560,2026-01-30 17:20:00,152.174.190.222,10.0.4.150,Login Success,High,Failed
EVT08561,2026-01-30 17:25:00,35.175.93.214,10.0.3.210,File Access,High,Success
EVT08562,2026-01-30 17:30:00,146.185.34.68,10.0.4.214,Login Success,High,Success
EVT08563,2026-01-30 17:35:00,187.66.110.225,10.0.7.243,Suspicious Process Execution,High,Detected
EVT08564,2026-01-30 17:40:00,21.44.245.224,10.0.7.181,Lateral Movement Detected,Critical,Failed
EVT08565,2026-01-30 17:45:00,148.231.91.212,10.0.4.90,Brute Force,Medium,Success
EVT08566,2026-01-30 17:50:00,223.28.176.55,10.0.5.146,Lateral Movement Detected,Low,Success
EVT08567,2026-01-30 17:55:00,183.251.169.8,10.0.4.183,Privilege Escalation,High,Detected
EVT08568,2026-01-30 18:00:00,186.121.193.240,10.0.6.148,DDoS Attempt,Low,Success
EVT08569,2026-01-30 18:05:00,163.201.59.46,10.0.6.175,Lateral Movement Detected,Critical,Success
EVT08570,2026-01-30 18:10:00,44.167.213.229,10.0.3.149,Brute Force,Critical,Failed
EVT08571,2026-01-30 18:15:00,22.92.88.53,10.0.8.84,Web Shell Detected,Low,Blocked
EVT08572,2026-01-30 18:20:00,164.169.110.230,10.0.8.98,Account Lockout,High,Success
EVT08573,2026-01-30 18:25:00,98.240.184.30,10.0.5.195,VPN Connection,High,Blocked
EVT08574,2026-01-30 18:30:00,28.98.77.123,10.0.6.209,Firewall Rule Change,Critical,Success
EVT08575,2026-01-30 18:35:00,135.133.17.23,10.0.3.103,Account Lockout,Medium,Failed
EVT08576,2026-01-30 18:40:00,194.86.7.237,10.0.1.193,Phishing Email,Low,Success
EVT08577,2026-01-30 18:45:00,99.133.231.205,10.0.9.114,Privilege Escalation,Medium,Detected
EVT08578,2026-01-30 18:50:00,176.96.128.166,10.0.3.86,Unauthorized Access,High,Success
EVT08579,2026-01-30 18:55:00,47.227.12.99,10.0.4.28,Malware Detection,Low,Success
EVT08580,2026-01-30 19:00:00,95.136.212.91,10.0.2.125,Malware Detection,Low,Detected
EVT08581,2026-01-30 19:05:00,160.197.165.229,10.0.8.48,Port Scan,High,Success
EVT08582,2026-01-30 19:10:00,137.48.151.238,10.0.4.90,Lateral Movement Detected,High,Failed
EVT08583,2026-01-30 19:15:00,170.229.168.75,10.0.4.189,Configuration Change,Low,Blocked
EVT08584,2026-01-30 19:20:00,28.46.21.216,10.0.6.106,File Access,Low,Success
EVT08585,2026-01-30 19:25:00,78.68.144.137,10.0.0.119,DDoS Attempt,High,Failed
EVT08586,2026-01-30 19:30:00,2.58.177.87,10.0.2.196,Configuration Change,High,Failed
EVT08587,2026-01-30 19:35:00,78.36.82.221,10.0.4.95,USB Device Connected,Low,Success
EVT08588,2026-01-30 19:40:00,201.206.252.182,10.0.3.101,Phishing Email,Medium,Failed
EVT08589,2026-01-30 19:45:00,221.183.2.216,10.0.7.183,Credential Dumping,Critical,Detected
EVT08590,2026-01-30 19:50:00,195.61.221.229,10.0.6.112,Ransomware Detected,Medium,Failed
EVT08591,2026-01-30 19:55:00,105.7.203.209,10.0.1.131,Web Shell Detected,Medium,Failed
EVT08592,2026-01-30 20:00:00,106.215.42.96,10.0.7.228,Failed Login,Medium,Success
EVT08593,2026-01-30 20:05:00,49.20.32.20,10.0.3.153,Firewall Rule Change,Low,Failed
EVT08594,2026-01-30 20:10:00,193.13.104.78,10.0.3.62,USB Device Connected,Medium,Failed
EVT08595,2026-01-30 20:15:00,12.57.244.10,10.0.1.6,Unauthorized Access,Low,Failed
EVT08596,2026-01-30 20:20:00,52.79.55.219,10.0.9.22,USB Device Connected,Medium,Success
EVT08597,2026-01-30 20:25:00,11.2.21.76,10.0.3.99,Credential Dumping,High,Blocked
EVT08598,2026-01-30 20:30:00,47.72.119.84,10.0.7.153,Data Exfiltration Attempt,Medium,Blocked
EVT08599,2026-01-30 20:35:00,146.35.55.52,10.0.8.59,Ransomware Detected,Medium,Success
EVT08600,2026-01-30 20:40:00,204.100.40.227,10.0.2.113,DNS Tunneling Detected,Medium,Failed
EVT08601,2026-01-30 20:45:00,11.247.211.128,10.0.2.84,Account Lockout,High,Blocked
EVT08602,2026-01-30 20:50:00,223.167.219.37,10.0.7.50,USB Device Connected,Low,Success
EVT08603,2026-01-30 20:55:00,181.34.143.174,10.0.9.56,Suspicious Process Execution,High,Failed
EVT08604,2026-01-30 21:00:00,107.89.136.125,10.0.0.40,Failed Login,Medium,Detected
EVT08605,2026-01-30 21:05:00,15.186.228.140,10.0.1.227,DDoS Attempt,High,Success
EVT08606,2026-01-30 21:10:00,200.97.141.222,10.0.5.174,Credential Dumping,High,Failed
EVT08607,2026-01-30 21:15:00,221.223.42.115,10.0.0.237,VPN Connection,High,Detected
EVT08608,2026-01-30 21:20:00,147.233.221.233,10.0.0.57,USB Device Connected,Critical,Blocked
EVT08609,2026-01-30 21:25:00,208.87.239.19,10.0.9.129,SQL Injection Attempt,High,Failed
EVT08610,2026-01-30 21:30:00,134.47.252.116,10.0.5.179,Credential Dumping,High,Success
EVT08611,2026-01-30 21:35:00,140.186.3.169,10.0.3.50,Port Scan,High,Detected
EVT08612,2026-01-30 21:40:00,7.180.136.196,10.0.9.109,USB Device Connected,High,Failed
EVT08613,2026-01-30 21:45:00,217.27.44.141,10.0.6.196,Configuration Change,High,Success
EVT08614,2026-01-30 21:50:00,221.186.112.147,10.0.4.63,Failed Login,High,Success
EVT08615,2026-01-30 21:55:00,210.28.191.41,10.0.3.30,Login Success,Medium,Failed
EVT08616,2026-01-30 22:00:00,223.245.195.30,10.0.1.32,Suspicious Process Execution,Low,Success
EVT08617,2026-01-30 22:05:00,180.52.161.148,10.0.4.157,File Access,Medium,Failed
EVT08618,2026-01-30 22:10:00,11.25.221.43,10.0.6.169,Lateral Movement Detected,Medium,Success
EVT08619,2026-01-30 22:15:00,112.177.55.95,10.0.4.210,Failed Login,Low,Success
EVT08620,2026-01-30 22:20:00,206.24.18.113,10.0.9.196,Suspicious Process Execution,High,Failed
EVT08621,2026-01-30 22:25:00,207.244.65.109,10.0.9.47,DDoS Attempt,Low,Failed
EVT08622,2026-01-30 22:30:00,100.209.80.230,10.0.3.165,Configuration Change,Medium,Success
EVT08623,2026-01-30 22:35:00,198.169.223.38,10.0.4.177,Failed Login,Medium,Failed
EVT08624,2026-01-30 22:40:00,183.85.81.171,10.0.1.152,Login Success,High,Blocked
EVT08625,2026-01-30 22:45:00,77.248.37.241,10.0.9.115,Web Shell Detected,Medium,Failed
EVT08626,2026-01-30 22:50:00,205.71.84.101,10.0.5.122,Firewall Rule Change,Medium,Failed
EVT08627,2026-01-30 22:55:00,198.38.190.58,10.0.7.45,Ransomware Detected,Critical,Success
EVT08628,2026-01-30 23:00:00,216.163.164.20,10.0.9.229,Web Shell Detected,High,Success
EVT08629,2026-01-30 23:05:00,174.197.96.233,10.0.5.172,Configuration Change,Medium,Success
EVT08630,2026-01-30 23:10:00,5.37.39.73,10.0.0.12,USB Device Connected,Critical,Success
EVT08631,2026-01-30 23:15:00,205.219.219.237,10.0.4.173,Brute Force,Medium,Failed
EVT08632,2026-01-30 23:20:00,75.4.179.48,10.0.4.34,Configuration Change,Medium,Success
EVT08633,2026-01-30 23:25:00,206.248.196.73,10.0.1.137,Suspicious Process Execution,Medium,Success
EVT08634,2026-01-30 23:30:00,219.168.79.86,10.0.6.92,Malware Detection,Low,Blocked
EVT08635,2026-01-30 23:35:00,1.235.95.185,10.0.0.113,DDoS Attempt,Medium,Blocked
EVT08636,2026-01-30 23:40:00,135.40.188.192,10.0.0.242,Session Hijacking Attempt,Low,Success
EVT08637,2026-01-30 23:45:00,219.5.46.44,10.0.0.188,File Access,Medium,Success
EVT08638,2026-01-30 23:50:00,144.234.50.28,10.0.9.241,Brute Force,Medium,Failed
EVT08639,2026-01-30 23:55:00,217.149.87.144,10.0.0.100,Configuration Change,High,Success
EVT08640,2026-01-31 00:00:00,146.150.170.58,10.0.1.88,Failed Login,Medium,Success
EVT08641,2026-01-31 00:05:00,49.249.232.84,10.0.4.254,Credential Dumping,Low,Success
EVT08642,2026-01-31 00:10:00,174.129.210.248,10.0.5.154,Privilege Escalation,Medium,Failed
EVT08643,2026-01-31 00:15:00,217.164.199.173,10.0.7.57,File Access,Low,Failed
EVT08644,2026-01-31 00:20:00,169.126.201.31,10.0.1.97,Session Hijacking Attempt,Critical,Failed
EVT08645,2026-01-31 00:25:00,202.119.49.78,10.0.9.146,Data Exfiltration Attempt,Low,Success
EVT08646,2026-01-31 00:30:00,128.226.190.221,10.0.6.217,Web Shell Detected,Low,Failed
EVT08647,2026-01-31 00:35:00,187.153.177.146,10.0.1.80,Phishing Email,Medium,Success
EVT08648,2026-01-31 00:40:00,166.95.191.159,10.0.0.63,USB Device Connected,Critical,Success
EVT08649,2026-01-31 00:45:00,195.36.77.55,10.0.9.221,Ransomware Detected,Low,Blocked
EVT08650,2026-01-31 00:50:00,209.202.82.196,10.0.5.96,File Access,High,Success
EVT08651,2026-01-31 00:55:00,130.163.21.30,10.0.7.235,DDoS Attempt,High,Success
EVT08652,2026-01-31 01:00:00,28.172.112.105,10.0.0.49,USB Device Connected,High,Blocked
EVT08653,2026-01-31 01:05:00,195.227.11.244,10.0.5.230,Web Shell Detected,High,Success
EVT08654,2026-01-31 01:10:00,194.115.168.227,10.0.8.251,Port Scan,Medium,Failed
EVT08655,2026-01-31 01:15:00,180.189.116.16,10.0.8.42,Login Success,Medium,Failed
EVT08656,2026-01-31 01:20:00,180.151.144.133,10.0.8.48,Firewall Rule Change,Medium,Success
EVT08657,2026-01-31 01:25:00,122.152.179.192,10.0.9.134,Firewall Rule Change,Medium,Success
EVT08658,2026-01-31 01:30:00,150.178.252.1,10.0.3.15,SQL Injection Attempt,Low,Blocked
EVT08659,2026-01-31 01:35:00,196.129.176.236,10.0.9.177,USB Device Connected,Medium,Success
EVT08660,2026-01-31 01:40:00,207.185.129.3,10.0.9.165,Ransomware Detected,Medium,Failed
EVT08661,2026-01-31 01:45:00,200.192.40.126,10.0.9.17,Configuration Change,Medium,Success
EVT08662,2026-01-31 01:50:00,94.83.113.226,10.0.1.32,Credential Dumping,Low,Success
EVT08663,2026-01-31 01:55:00,86.207.211.11,10.0.7.232,USB Device Connected,Medium,Success
EVT08664,2026-01-31 02:00:00,212.108.188.204,10.0.0.9,Unauthorized Access,Critical,Success
EVT08665,2026-01-31 02:05:00,202.44.63.156,10.0.6.37,Firewall Rule Change,High,Blocked
EVT08666,2026-01-31 02:10:00,172.81.226.158,10.0.6.135,Failed Login,High,Success
EVT08667,2026-01-31 02:15:00,206.230.228.121,10.0.0.117,VPN Connection,Medium,Detected
EVT08668,2026-01-31 02:20:00,107.149.98.88,10.0.1.213,Account Lockout,Critical,Failed
EVT08669,2026-01-31 02:25:00,223.11.174.16,10.0.7.58,Brute Force,Medium,Success
EVT08670,2026-01-31 02:30:00,196.157.227.69,10.0.7.209,Failed Login,Low,Blocked
EVT08671,2026-01-31 02:35:00,153.71.131.175,10.0.1.42,Login Success,High,Success
EVT08672,2026-01-31 02:40:00,203.135.161.51,10.0.7.234,DDoS Attempt,High,Success
EVT08673,2026-01-31 02:45:00,206.156.120.39,10.0.5.52,VPN Connection,High,Success
EVT08674,2026-01-31 02:50:00,141.119.75.113,10.0.6.73,Failed Login,High,Blocked
EVT08675,2026-01-31 02:55:00,17.25.240.215,10.0.7.61,Malware Detection,Medium,Success
EVT08676,2026-01-31 03:00:00,7.102.200.18,10.0.4.235,Privilege Escalation,Critical,Success
EVT08677,2026-01-31 03:05:00,124.205.91.66,10.0.8.8,Credential Dumping,Medium,Success
EVT08678,2026-01-31 03:10:00,200.113.207.43,10.0.6.190,SQL Injection Attempt,High,Detected
EVT08679,2026-01-31 03:15:00,211.186.255.185,10.0.0.111,DDoS Attempt,Low,Success
EVT08680,2026-01-31 03:20:00,179.142.156.254,10.0.9.65,VPN Connection,Critical,Failed
EVT08681,2026-01-31 03:25:00,214.230.123.58,10.0.5.203,Failed Login,Medium,Blocked
EVT08682,2026-01-31 03:30:00,23.18.82.193,10.0.3.225,Session Hijacking Attempt,Low,Blocked
EVT08683,2026-01-31 03:35:00,213.37.2.140,10.0.7.238,Web Shell Detected,Low,Success
EVT08684,2026-01-31 03:40:00,172.139.113.227,10.0.4.23,Brute Force,High,Detected
EVT08685,2026-01-31 03:45:00,187.51.32.120,10.0.1.252,SQL Injection Attempt,Medium,Success
EVT08686,2026-01-31 03:50:00,144.48.133.208,10.0.4.16,Session Hijacking Attempt,Critical,Success
EVT08687,2026-01-31 03:55:00,125.224.190.199,10.0.5.58,VPN Connection,Medium,Failed
EVT08688,2026-01-31 04:00:00,23.22.80.197,10.0.4.122,Web Shell Detected,Medium,Success
EVT08689,2026-01-31 04:05:00,88.227.198.198,10.0.0.140,USB Device Connected,Critical,Failed
EVT08690,2026-01-31 04:10:00,99.46.233.177,10.0.9.136,Session Hijacking Attempt,Critical,Blocked
EVT08691,2026-01-31 04:15:00,217.89.91.66,10.0.3.230,USB Device Connected,Medium,Detected
EVT08692,2026-01-31 04:20:00,218.48.75.0,10.0.5.156,DDoS Attempt,Critical,Success
EVT08693,2026-01-31 04:25:00,163.233.195.209,10.0.9.254,Account Lockout,Low,Success
EVT08694,2026-01-31 04:30:00,218.54.105.26,10.0.8.106,Malware Detection,Medium,Failed
EVT08695,2026-01-31 04:35:00,71.188.215.143,10.0.0.200,Session Hijacking Attempt,High,Blocked
EVT08696,2026-01-31 04:40:00,205.157.193.229,10.0.4.18,Credential Dumping,High,Success
EVT08697,2026-01-31 04:45:00,139.176.24.48,10.0.9.75,Firewall Rule Change,Medium,Success
EVT08698,2026-01-31 04:50:00,110.4.239.148,10.0.7.78,SQL Injection Attempt,High,Failed
EVT08699,2026-01-31 04:55:00,167.249.226.61,10.0.8.205,Web Shell Detected,High,Detected
EVT08700,2026-01-31 05:00:00,205.63.20.164,10.0.4.113,Privilege Escalation,Medium,Blocked
EVT08701,2026-01-31 05:05:00,179.235.223.27,10.0.4.53,Account Lockout,High,Failed
EVT08702,2026-01-31 05:10:00,115.66.215.157,10.0.1.60,Unauthorized Access,Critical,Success
EVT08703,2026-01-31 05:15:00,155.152.165.243,10.0.4.209,Lateral Movement Detected,High,Success
EVT08704,2026-01-31 05:20:00,1.50.159.41,10.0.2.28,Unauthorized Access,Medium,Success
EVT08705,2026-01-31 05:25:00,216.215.85.134,10.0.7.196,Suspicious Process Execution,High,Success
EVT08706,2026-01-31 05:30:00,210.200.212.119,10.0.3.137,Ransomware Detected,Medium,Success
EVT08707,2026-01-31 05:35:00,33.124.42.221,10.0.6.194,Data Exfiltration Attempt,Low,Failed
EVT08708,2026-01-31 05:40:00,69.152.226.202,10.0.8.249,DDoS Attempt,Critical,Detected
EVT08709,2026-01-31 05:45:00,74.251.103.247,10.0.1.177,Account Lockout,Medium,Success
EVT08710,2026-01-31 05:50:00,179.243.157.137,10.0.2.207,DNS Tunneling Detected,Critical,Blocked
