event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified
EVT07040,0.3734,37.34,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.063770+00:00,High,18.89,Normal,3.2,No IOC Match,,OPS-PC-0101,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0101,Unknown,False
EVT07041,0.3915,39.15,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.063806+00:00,Medium,23.29,Normal,6.5,No IOC Match,,MKT-LAP-0015,Unknown,False,,0,Normal,No IOC Match,MKT-LAP-0015,Unknown,False
EVT07042,0.3461,34.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.063842+00:00,Medium,44.76,Normal,2.0,No IOC Match,,HR-FW-0117,Unknown,False,,0,Normal,No IOC Match,HR-FW-0117,Unknown,False
EVT07043,0.5113,51.13,Moderate,Review When Possible,True,[],1.0,0.5,[],2026-09-02T05:58:32.063880+00:00,High,30.33,Normal,7.4,No IOC Match,,LEG-MOB-0074,Medium,True,0.5,0,Normal,No IOC Match,LEG-MOB-0074,Medium,True
EVT07044,0.4946,49.46,Moderate,Review When Possible,True,[],1.0,0.5,['High CVSS vulnerability'],2026-09-02T05:58:32.063919+00:00,Low,55.25,Normal,9.7,No IOC Match,,MKT-IOT-0013,Medium,True,0.5,0,Normal,No IOC Match,MKT-IOT-0013,Medium,True
EVT07045,0.3197,31.97,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.063953+00:00,High,16.91,Normal,1.3,No IOC Match,,FIN-FW-0128,Unknown,False,,1,Normal,No IOC Match,FIN-FW-0128,Unknown,False
EVT07046,0.4778,47.78,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.063988+00:00,High,22.7,Normal,6.9,No IOC Match,,FIN-MOB-0131,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0131,Unknown,False
EVT07047,0.6057,60.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064022+00:00,High,56.41,Normal,7.8,No IOC Match,,HR-SRV-0069,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0069,Unknown,False
EVT07048,0.7321,73.21,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.064056+00:00,Critical,67.06,Normal,8.4,No IOC Match,,HR-PRT-0026,Unknown,False,,6,Normal,No IOC Match,HR-PRT-0026,Unknown,False
EVT07049,0.3695,36.95,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064093+00:00,Medium,23.43,Normal,5.6,No IOC Match,,ENG-LAP-0009,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0009,Unknown,False
EVT07050,0.1431,14.31,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064127+00:00,Low,20.0,Normal,0.1,No IOC Match,,SAL-LAP-0085,Unknown,False,,0,Normal,No IOC Match,SAL-LAP-0085,Unknown,False
EVT07051,0.4858,48.58,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064161+00:00,Medium,53.47,Normal,6.5,No IOC Match,,OPS-MOB-0107,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0107,Unknown,False
EVT07052,0.2521,25.21,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064196+00:00,Medium,17.87,Normal,1.6,No IOC Match,,OPS-RTR-0049,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0049,Unknown,False
EVT07053,0.2412,24.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064231+00:00,Medium,26.38,Normal,0.1,No IOC Match,,SAL-DB-0117,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0117,Unknown,False
EVT07054,0.365,36.5,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064267+00:00,Medium,19.61,Normal,5.9,No IOC Match,,IT-PRT-0053,Unknown,False,,0,Normal,No IOC Match,IT-PRT-0053,Unknown,False
EVT07055,0.4898,48.98,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.064302+00:00,Low,55.75,Normal,9.5,No IOC Match,,LEG-PRT-0028,Unknown,False,,2,Normal,No IOC Match,LEG-PRT-0028,Unknown,False
EVT07056,0.3527,35.27,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.064336+00:00,Medium,36.47,Normal,3.3,No IOC Match,,ENG-SRV-0114,Unknown,False,,6,Normal,No IOC Match,ENG-SRV-0114,Unknown,False
EVT07057,0.3082,30.82,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:32.064373+00:00,Medium,17.28,Normal,4.5,No IOC Match,,HR-SRV-0045,Low,True,0.25,0,Normal,No IOC Match,HR-SRV-0045,Low,True
EVT07058,0.3634,36.34,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064428+00:00,Medium,47.9,Normal,2.3,No IOC Match,,HR-MOB-0073,Unknown,False,,0,Normal,No IOC Match,HR-MOB-0073,Unknown,False
EVT07059,0.3696,36.96,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064471+00:00,Low,46.07,Normal,5.9,No IOC Match,,HR-LAP-0101,Unknown,False,,4,Normal,No IOC Match,HR-LAP-0101,Unknown,False
EVT07060,0.4003,40.03,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064510+00:00,Low,40.68,Normal,7.8,No IOC Match,,OPS-MOB-0131,Unknown,False,,0,Normal,No IOC Match,OPS-MOB-0131,Unknown,False
EVT07061,0.3131,31.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064544+00:00,Medium,21.39,Normal,3.6,No IOC Match,,ENG-RTR-0115,Unknown,False,,0,Normal,No IOC Match,ENG-RTR-0115,Unknown,False
EVT07062,0.7226,72.26,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.064578+00:00,Critical,59.23,Normal,9.0,No IOC Match,,HR-IOT-0100,Unknown,False,,1,Normal,No IOC Match,HR-IOT-0100,Unknown,False
EVT07063,0.5476,54.76,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.064613+00:00,Medium,48.44,Normal,9.6,No IOC Match,,SAL-RTR-0007,Unknown,False,,2,Normal,No IOC Match,SAL-RTR-0007,Unknown,False
EVT07064,0.3603,36.03,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064646+00:00,Medium,26.91,Normal,4.8,No IOC Match,,MKT-DB-0061,Unknown,False,,0,Normal,No IOC Match,MKT-DB-0061,Unknown,False
EVT07065,0.39,39.0,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064682+00:00,High,25.79,Normal,3.0,No IOC Match,,HR-PRT-0020,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0020,Unknown,False
EVT07066,0.5886,58.86,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064716+00:00,Critical,36.36,Normal,6.5,No IOC Match,,IT-DB-0043,Unknown,False,,0,Normal,No IOC Match,IT-DB-0043,Unknown,False
EVT07067,0.4022,40.22,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064750+00:00,Medium,21.12,Normal,7.2,No IOC Match,,SAL-PC-0053,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0053,Unknown,False
EVT07068,0.5182,51.82,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.064785+00:00,Low,77.64,Suspicious,7.9,No IOC Match,,FIN-MOB-0060,Unknown,False,,8,Suspicious,No IOC Match,FIN-MOB-0060,Unknown,False
EVT07069,0.3006,30.06,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064819+00:00,High,18.78,Normal,0.3,No IOC Match,,HR-LAP-0019,Unknown,False,,0,Normal,No IOC Match,HR-LAP-0019,Unknown,False
EVT07070,0.6742,67.42,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.064855+00:00,Critical,66.14,Normal,6.2,No IOC Match,,IT-IOT-0085,Unknown,False,,7,Normal,No IOC Match,IT-IOT-0085,Unknown,False
EVT07071,0.2786,27.86,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064889+00:00,Medium,16.75,Normal,2.8,No IOC Match,,HR-DB-0074,Unknown,False,,0,Normal,No IOC Match,HR-DB-0074,Unknown,False
EVT07072,0.1497,14.97,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064923+00:00,Low,19.71,Normal,0.4,No IOC Match,,FIN-DB-0085,Unknown,False,,0,Normal,No IOC Match,FIN-DB-0085,Unknown,False
EVT07073,0.4122,41.22,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064957+00:00,Medium,38.72,Normal,5.4,No IOC Match,,OPS-SW-0080,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0080,Unknown,False
EVT07074,0.3656,36.56,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.064991+00:00,Medium,21.38,Normal,5.7,No IOC Match,,SAL-PRT-0040,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0040,Unknown,False
EVT07075,0.3328,33.28,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065028+00:00,High,14.7,Normal,2.1,No IOC Match,,SAL-DB-0110,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0110,Unknown,False
EVT07076,0.3789,37.89,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065062+00:00,High,15.85,Normal,3.8,No IOC Match,,LEG-FW-0107,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0107,Unknown,False
EVT07077,0.51,51.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065096+00:00,Medium,47.61,Normal,8.2,No IOC Match,,MKT-PC-0025,Unknown,False,,3,Normal,No IOC Match,MKT-PC-0025,Unknown,False
EVT07078,0.4884,48.84,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065130+00:00,High,26.89,Normal,6.8,No IOC Match,,FIN-PRT-0076,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0076,Unknown,False
EVT07079,0.2887,28.87,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065163+00:00,Medium,19.98,Normal,2.8,No IOC Match,,FIN-LAP-0088,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0088,Unknown,False
EVT07080,0.2435,24.35,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065197+00:00,Medium,27.11,Normal,0.1,No IOC Match,,FIN-LAP-0038,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0038,Unknown,False
EVT07081,0.4424,44.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065233+00:00,High,19.36,Normal,5.9,No IOC Match,,MKT-MOB-0050,Unknown,False,,0,Normal,No IOC Match,MKT-MOB-0050,Unknown,False
EVT07082,0.4449,44.49,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065267+00:00,High,47.36,Normal,2.5,No IOC Match,,MKT-SW-0013,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0013,Unknown,False
EVT07083,0.5911,59.11,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065301+00:00,Medium,59.15,Normal,10.0,No IOC Match,,OPS-LAP-0094,Unknown,False,,4,Normal,No IOC Match,OPS-LAP-0094,Unknown,False
EVT07084,0.5147,51.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065335+00:00,Medium,44.3,Normal,8.8,No IOC Match,,LEG-SRV-0018,Unknown,False,,0,Normal,No IOC Match,LEG-SRV-0018,Unknown,False
EVT07085,0.5358,53.58,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065369+00:00,Medium,45.45,Normal,9.5,No IOC Match,,IT-SRV-0032,Unknown,False,,1,Normal,No IOC Match,IT-SRV-0032,Unknown,False
EVT07086,0.5341,53.41,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.065426+00:00,Critical,43.71,Normal,3.4,No IOC Match,,SAL-FW-0097,Unknown,False,,5,Normal,No IOC Match,SAL-FW-0097,Unknown,False
EVT07087,0.5046,50.46,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065466+00:00,High,28.06,Normal,7.3,No IOC Match,,IT-SW-0133,Unknown,False,,0,Normal,No IOC Match,IT-SW-0133,Unknown,False
EVT07088,0.5108,51.08,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065500+00:00,High,34.06,Normal,6.8,No IOC Match,,OPS-SRV-0078,Unknown,False,,0,Normal,No IOC Match,OPS-SRV-0078,Unknown,False
EVT07089,0.4825,48.25,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065534+00:00,High,28.21,Normal,6.4,No IOC Match,,LEG-PC-0062,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0062,Unknown,False
EVT07090,0.4524,45.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065568+00:00,High,36.98,Normal,4.1,No IOC Match,,IT-RTR-0093,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0093,Unknown,False
EVT07091,0.3723,37.23,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065604+00:00,Medium,47.55,Normal,2.7,No IOC Match,,ENG-DB-0104,Unknown,False,,0,Normal,No IOC Match,ENG-DB-0104,Unknown,False
EVT07092,0.4458,44.58,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065638+00:00,Critical,24.26,Normal,2.3,No IOC Match,,HR-SW-0083,Unknown,False,,0,Normal,No IOC Match,HR-SW-0083,Unknown,False
EVT07093,0.4273,42.73,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065671+00:00,High,47.33,Normal,1.8,No IOC Match,,HR-PRT-0074,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0074,Unknown,False
EVT07094,0.5737,57.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065705+00:00,Medium,61.6,Normal,9.0,No IOC Match,,IT-PC-0019,Unknown,False,,0,Normal,No IOC Match,IT-PC-0019,Unknown,False
EVT07095,0.7044,70.44,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065739+00:00,Critical,52.61,Normal,9.1,No IOC Match,,LEG-PRT-0091,Unknown,False,,1,Normal,No IOC Match,LEG-PRT-0091,Unknown,False
EVT07096,0.3345,33.45,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065775+00:00,Medium,47.43,Normal,1.2,No IOC Match,,MKT-SW-0048,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0048,Unknown,False
EVT07097,0.4759,47.59,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065808+00:00,Medium,31.88,Normal,8.8,No IOC Match,,IT-PRT-0040,Unknown,False,,0,Normal,No IOC Match,IT-PRT-0040,Unknown,False
EVT07098,0.2869,28.69,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065842+00:00,Low,26.8,Normal,5.0,No IOC Match,,FIN-MOB-0111,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0111,Unknown,False
EVT07099,0.3817,38.17,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065876+00:00,Low,41.96,Normal,6.9,No IOC Match,,IT-FW-0060,Unknown,False,,0,Normal,No IOC Match,IT-FW-0060,Unknown,False
EVT07100,0.7399,73.99,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065911+00:00,Critical,66.37,Suspicious,8.8,No IOC Match,,ENG-PC-0114,Unknown,False,,0,Suspicious,No IOC Match,ENG-PC-0114,Unknown,False
EVT07101,0.3861,38.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065947+00:00,High,17.35,Normal,3.9,No IOC Match,,ENG-SW-0092,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0092,Unknown,False
EVT07102,0.4434,44.34,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.065981+00:00,Medium,24.68,Normal,8.4,No IOC Match,,MKT-FW-0077,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0077,Unknown,False
EVT07103,0.2029,20.29,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066046+00:00,Low,18.32,Normal,2.7,No IOC Match,,IT-FW-0040,Unknown,False,,0,Normal,No IOC Match,IT-FW-0040,Unknown,False
EVT07104,0.4732,47.32,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066084+00:00,High,22.04,Normal,6.8,No IOC Match,,MKT-IOT-0004,Unknown,False,,0,Normal,No IOC Match,MKT-IOT-0004,Unknown,False
EVT07105,0.2409,24.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066118+00:00,Medium,15.08,Normal,1.5,No IOC Match,,MKT-PC-0078,Unknown,False,,0,Normal,No IOC Match,MKT-PC-0078,Unknown,False
EVT07106,0.7321,73.21,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:32.066152+00:00,Critical,68.66,Normal,8.2,No IOC Match,,OPS-FW-0129,Unknown,False,,8,Normal,No IOC Match,OPS-FW-0129,Unknown,False
EVT07107,0.314,31.4,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066189+00:00,Low,25.08,Normal,6.3,No IOC Match,,HR-PC-0037,Unknown,False,,0,Normal,No IOC Match,HR-PC-0037,Unknown,False
EVT07108,0.281,28.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066223+00:00,Medium,29.52,Normal,1.3,No IOC Match,,SAL-IOT-0053,Unknown,False,,4,Normal,No IOC Match,SAL-IOT-0053,Unknown,False
EVT07109,0.2675,26.75,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066257+00:00,Low,18.99,Normal,5.2,No IOC Match,,HR-DB-0100,Unknown,False,,0,Normal,No IOC Match,HR-DB-0100,Unknown,False
EVT07110,0.473,47.3,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066291+00:00,High,31.55,Normal,5.6,No IOC Match,,ENG-FW-0072,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0072,Unknown,False
EVT07111,0.5808,58.08,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066326+00:00,Critical,38.66,Normal,5.9,No IOC Match,,SAL-SRV-0072,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0072,Unknown,False
EVT07112,0.4654,46.54,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066361+00:00,Medium,50.93,Normal,6.0,No IOC Match,,ENG-MOB-0133,Unknown,False,,0,Normal,No IOC Match,ENG-MOB-0133,Unknown,False
EVT07113,0.2354,23.54,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066395+00:00,Medium,18.93,Normal,0.8,No IOC Match,,MKT-PRT-0070,Unknown,False,,0,Normal,No IOC Match,MKT-PRT-0070,Unknown,False
EVT07114,0.3905,39.05,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.066454+00:00,Low,62.36,Normal,4.7,No IOC Match,,LEG-IOT-0102,Unknown,False,,6,Normal,No IOC Match,LEG-IOT-0102,Unknown,False
EVT07115,0.4129,41.29,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066488+00:00,Medium,26.12,Normal,7.0,No IOC Match,,LEG-DB-0119,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0119,Unknown,False
EVT07116,0.3809,38.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066523+00:00,High,18.89,Normal,3.5,No IOC Match,,SAL-IOT-0104,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0104,Unknown,False
EVT07117,0.2975,29.75,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.066562+00:00,Low,64.6,Suspicious,0.7,No IOC Match,,HR-DB-0050,Unknown,False,,5,Suspicious,No IOC Match,HR-DB-0050,Unknown,False
EVT07118,0.3397,33.97,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066596+00:00,High,23.31,Normal,1.3,No IOC Match,,SAL-MOB-0021,Unknown,False,,0,Normal,No IOC Match,SAL-MOB-0021,Unknown,False
EVT07119,0.4907,49.07,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.066632+00:00,Medium,56.64,Normal,6.3,No IOC Match,,LEG-SRV-0019,Unknown,False,,6,Normal,No IOC Match,LEG-SRV-0019,Unknown,False
EVT07120,0.3399,33.99,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066666+00:00,High,23.37,Normal,1.3,No IOC Match,,SAL-PRT-0103,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0103,Unknown,False
EVT07121,0.2864,28.64,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066701+00:00,Medium,23.26,Normal,2.3,No IOC Match,,FIN-LAP-0022,Unknown,False,,0,Normal,No IOC Match,FIN-LAP-0022,Unknown,False
EVT07122,0.5296,52.96,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.066738+00:00,Medium,41.86,Normal,9.7,No IOC Match,,HR-FW-0122,Unknown,False,,0,Normal,No IOC Match,HR-FW-0122,Unknown,False
EVT07123,0.3109,31.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066771+00:00,Medium,23.09,Normal,3.3,No IOC Match,,HR-SW-0027,Unknown,False,,0,Normal,No IOC Match,HR-SW-0027,Unknown,False
EVT07124,0.4919,49.19,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066805+00:00,High,44.01,Normal,4.8,No IOC Match,,OPS-PC-0002,Unknown,False,,0,Normal,No IOC Match,OPS-PC-0002,Unknown,False
EVT07125,0.3915,39.15,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066839+00:00,High,27.09,Normal,2.9,No IOC Match,,LEG-RTR-0006,Unknown,False,,1,Normal,No IOC Match,LEG-RTR-0006,Unknown,False
EVT07126,0.4767,47.67,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066872+00:00,High,31.14,Normal,5.8,No IOC Match,,ENG-RTR-0068,Unknown,False,,0,Normal,No IOC Match,ENG-RTR-0068,Unknown,False
EVT07127,0.3462,34.62,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066906+00:00,High,13.37,Normal,2.8,No IOC Match,,MKT-PC-0029,Unknown,False,,0,Normal,No IOC Match,MKT-PC-0029,Unknown,False
EVT07128,0.4836,48.36,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.066942+00:00,Medium,42.34,Normal,7.8,No IOC Match,,ENG-FW-0019,Unknown,False,,1,Normal,No IOC Match,ENG-FW-0019,Unknown,False
EVT07129,0.6999,69.99,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.066976+00:00,Critical,46.37,Normal,9.7,No IOC Match,,LEG-LAP-0073,Unknown,False,,0,Normal,No IOC Match,LEG-LAP-0073,Unknown,False
EVT07130,0.4593,45.93,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.067010+00:00,Low,54.77,Normal,8.4,No IOC Match,,LEG-RTR-0116,Unknown,False,,2,Normal,No IOC Match,LEG-RTR-0116,Unknown,False
EVT07131,0.2787,27.87,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067043+00:00,Low,46.57,Normal,2.2,No IOC Match,,MKT-LAP-0041,Unknown,False,,0,Normal,No IOC Match,MKT-LAP-0041,Unknown,False
EVT07132,0.2143,21.43,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067076+00:00,Medium,11.38,Normal,0.9,No IOC Match,,SAL-SRV-0043,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0043,Unknown,False
EVT07133,0.3946,39.46,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067112+00:00,High,31.26,Normal,2.5,No IOC Match,,MKT-SRV-0013,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0013,Unknown,False
EVT07134,0.3404,34.04,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067145+00:00,High,13.12,Normal,2.6,No IOC Match,,HR-SRV-0039,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0039,Unknown,False
EVT07135,0.4278,42.78,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067180+00:00,Critical,27.29,Normal,1.2,No IOC Match,,HR-MOB-0107,Unknown,False,,0,Normal,No IOC Match,HR-MOB-0107,Unknown,False
EVT07136,0.4322,43.22,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067214+00:00,High,24.09,Normal,4.9,No IOC Match,,MKT-SRV-0108,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0108,Unknown,False
EVT07137,0.4824,48.24,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:32.067248+00:00,Low,60.57,Normal,8.6,No IOC Match,,LEG-PRT-0105,Unknown,False,,4,Normal,No IOC Match,LEG-PRT-0105,Unknown,False
EVT07138,0.1844,18.44,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067286+00:00,Low,22.02,Normal,1.5,No IOC Match,,ENG-LAP-0017,Unknown,False,,0,Normal,No IOC Match,ENG-LAP-0017,Unknown,False
