rank,event_id,risk_score,risk_level,priority,status,reasons,input_ioc_status,input_asset_criticality_label,input_asset_criticality_verified
8181,EVT09740,30.43,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8182,EVT03732,30.42,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8183,EVT09590,30.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8184,EVT09664,30.41,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8185,EVT06202,30.4,Medium,Monitor,Open,[],No IOC Match,Low,True
8186,EVT08037,30.4,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8187,EVT03473,30.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8188,EVT05586,30.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8189,EVT06017,30.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8190,EVT06216,30.39,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8191,EVT09150,30.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8192,EVT04790,30.38,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8193,EVT06144,30.38,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8194,EVT08523,30.38,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8195,EVT08883,30.38,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8196,EVT00631,30.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8197,EVT02051,30.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8198,EVT02303,30.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8199,EVT07366,30.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8200,EVT08948,30.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8201,EVT00561,30.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8202,EVT02088,30.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8203,EVT04467,30.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8204,EVT08271,30.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8205,EVT05066,30.35,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8206,EVT03772,30.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8207,EVT05911,30.31,Medium,Monitor,Open,[],No IOC Match,Low,True
8208,EVT07272,30.31,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8209,EVT07357,30.3,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8210,EVT09979,30.3,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8211,EVT01642,30.29,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8212,EVT05330,30.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8213,EVT06137,30.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8214,EVT06856,30.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8215,EVT08685,30.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8216,EVT08748,30.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8217,EVT00622,30.27,Medium,Monitor,Open,[],No IOC Match,Low,True
8218,EVT05318,30.25,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8219,EVT09938,30.25,Medium,Monitor,Open,[],No IOC Match,Medium,True
8220,EVT01784,30.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8221,EVT02968,30.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8222,EVT05491,30.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8223,EVT03731,30.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8224,EVT04478,30.22,Medium,Monitor,Open,[],No IOC Match,Low,True
8225,EVT02313,30.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8226,EVT06612,30.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8227,EVT09538,30.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8228,EVT09673,30.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8229,EVT01382,30.2,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8230,EVT08058,30.2,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8231,EVT02152,30.19,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8232,EVT05168,30.19,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8233,EVT05409,30.19,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8234,EVT05649,30.19,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8235,EVT09109,30.19,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8236,EVT03578,30.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8237,EVT09295,30.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8238,EVT00735,30.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8239,EVT01156,30.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8240,EVT01593,30.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8241,EVT00160,30.16,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8242,EVT04781,30.16,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8243,EVT05177,30.15,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8244,EVT05912,30.15,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8245,EVT01952,30.14,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8246,EVT02393,30.14,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8247,EVT05798,30.14,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8248,EVT05993,30.14,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8249,EVT06094,30.14,Medium,Monitor,Open,[],No IOC Match,Medium,True
8250,EVT08495,30.14,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8251,EVT01629,30.13,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8252,EVT02190,30.13,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8253,EVT09798,30.13,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8254,EVT00579,30.12,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8255,EVT03549,30.1,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8256,EVT04663,30.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8257,EVT01467,30.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8258,EVT02982,30.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8259,EVT03779,30.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8260,EVT03983,30.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8261,EVT08089,30.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8262,EVT08395,30.07,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8263,EVT07069,30.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8264,EVT08952,30.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8265,EVT00223,30.05,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8266,EVT02201,30.05,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8267,EVT04613,30.05,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8268,EVT07195,30.05,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8269,EVT07588,30.04,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8270,EVT09804,30.04,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8271,EVT09077,30.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8272,EVT09643,30.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8273,EVT02906,30.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8274,EVT05886,30.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8275,EVT06707,30.02,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8276,EVT09051,30.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8277,EVT05584,30.01,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8278,EVT07858,30.01,Medium,Monitor,Open,[],No IOC Match,Low,True
8279,EVT01025,30.0,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8280,EVT00745,29.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8281,EVT04803,29.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8282,EVT07813,29.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8283,EVT08632,29.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8284,EVT02539,29.98,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8285,EVT04537,29.98,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8286,EVT06972,29.98,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8287,EVT08172,29.98,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8288,EVT02352,29.97,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8289,EVT08775,29.96,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8290,EVT00549,29.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8291,EVT01791,29.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8292,EVT03186,29.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8293,EVT08088,29.95,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8294,EVT02240,29.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8295,EVT07810,29.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8296,EVT00762,29.93,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8297,EVT02067,29.92,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8298,EVT06938,29.92,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8299,EVT04953,29.91,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8300,EVT07991,29.91,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8301,EVT08012,29.91,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8302,EVT00008,29.9,Medium,Monitor,Open,[],No IOC Match,Medium,True
8303,EVT03022,29.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8304,EVT07544,29.89,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8305,EVT05503,29.88,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8306,EVT09698,29.88,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8307,EVT02381,29.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8308,EVT05222,29.87,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8309,EVT07374,29.85,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8310,EVT09095,29.85,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8311,EVT03519,29.84,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8312,EVT03044,29.83,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8313,EVT01735,29.82,Medium,Monitor,Open,[],No IOC Match,Low,True
8314,EVT03242,29.82,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8315,EVT03423,29.82,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8316,EVT01842,29.81,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8317,EVT02040,29.81,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8318,EVT03358,29.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8319,EVT03477,29.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8320,EVT05694,29.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8321,EVT08670,29.8,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8322,EVT00860,29.79,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8323,EVT02481,29.79,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Low,True
8324,EVT05118,29.79,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8325,EVT03021,29.78,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8326,EVT08028,29.78,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8327,EVT00716,29.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8328,EVT04278,29.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8329,EVT07566,29.77,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8330,EVT02832,29.76,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8331,EVT03012,29.76,Medium,Monitor,Open,[],No IOC Match,High,True
8332,EVT09881,29.76,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8333,EVT07117,29.75,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8334,EVT08643,29.75,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8335,EVT00290,29.74,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8336,EVT01308,29.74,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8337,EVT03373,29.73,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8338,EVT04667,29.73,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8339,EVT07549,29.73,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8340,EVT01002,29.72,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8341,EVT00826,29.71,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8342,EVT03036,29.71,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8343,EVT08853,29.71,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8344,EVT05007,29.7,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8345,EVT04151,29.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8346,EVT04367,29.69,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8347,EVT00495,29.68,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8348,EVT05864,29.68,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8349,EVT04169,29.67,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8350,EVT02490,29.66,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8351,EVT01081,29.65,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8352,EVT02332,29.65,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8353,EVT02913,29.65,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8354,EVT03528,29.64,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8355,EVT06734,29.64,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8356,EVT04293,29.63,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8357,EVT07394,29.63,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8358,EVT04888,29.62,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8359,EVT08897,29.62,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8360,EVT09196,29.62,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8361,EVT01920,29.61,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8362,EVT02360,29.61,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8363,EVT06812,29.61,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8364,EVT08558,29.61,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8365,EVT06632,29.6,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8366,EVT09506,29.6,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8367,EVT05262,29.58,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8368,EVT08886,29.58,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8369,EVT05276,29.57,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8370,EVT05802,29.57,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8371,EVT06044,29.56,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8372,EVT01435,29.55,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8373,EVT09737,29.54,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8374,EVT09825,29.54,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8375,EVT03548,29.53,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8376,EVT06760,29.53,Medium,Monitor,Open,[],No IOC Match,Medium,True
8377,EVT05615,29.52,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8378,EVT02969,29.5,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8379,EVT06125,29.5,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8380,EVT00935,29.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8381,EVT00949,29.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8382,EVT01995,29.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8383,EVT04640,29.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8384,EVT09919,29.48,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8385,EVT02148,29.47,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8386,EVT05000,29.47,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8387,EVT05804,29.47,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8388,EVT08076,29.46,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8389,EVT03243,29.45,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8390,EVT03699,29.43,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8391,EVT06242,29.43,Medium,Monitor,Open,[],No IOC Match,Medium,True
8392,EVT08443,29.43,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8393,EVT03764,29.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8394,EVT04056,29.42,Medium,Monitor,Open,[],No IOC Match,High,True
8395,EVT06264,29.42,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8396,EVT05271,29.41,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8397,EVT08094,29.41,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8398,EVT02128,29.4,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8399,EVT06511,29.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8400,EVT06680,29.39,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8401,EVT01163,29.38,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8402,EVT09094,29.38,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8403,EVT00932,29.37,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8404,EVT03172,29.36,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8405,EVT02407,29.34,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8406,EVT02080,29.33,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8407,EVT02866,29.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8408,EVT03047,29.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8409,EVT06962,29.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8410,EVT08871,29.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8411,EVT09164,29.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8412,EVT09768,29.33,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8413,EVT03454,29.32,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8414,EVT00637,29.31,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8415,EVT03847,29.31,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8416,EVT08361,29.31,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8417,EVT08466,29.31,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8418,EVT01698,29.3,Medium,Monitor,Open,[],No IOC Match,Low,True
8419,EVT06845,29.3,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8420,EVT08278,29.3,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8421,EVT09615,29.3,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8422,EVT00613,29.29,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8423,EVT01295,29.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8424,EVT06277,29.28,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8425,EVT08008,29.28,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8426,EVT05221,29.27,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8427,EVT09915,29.27,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8428,EVT03374,29.26,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8429,EVT03802,29.26,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8430,EVT00958,29.25,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8431,EVT03130,29.25,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8432,EVT00701,29.24,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8433,EVT06147,29.24,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8434,EVT09924,29.24,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8435,EVT03366,29.23,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8436,EVT01274,29.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8437,EVT09227,29.22,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8438,EVT02483,29.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8439,EVT04568,29.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8440,EVT04774,29.21,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8441,EVT07731,29.2,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8442,EVT09015,29.2,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8443,EVT05511,29.19,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8444,EVT07342,29.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8445,EVT08159,29.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8446,EVT09018,29.18,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8447,EVT00022,29.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8448,EVT00323,29.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8449,EVT03123,29.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8450,EVT06808,29.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8451,EVT07444,29.17,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8452,EVT00481,29.16,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8453,EVT09784,29.15,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8454,EVT05355,29.14,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8455,EVT02312,29.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8456,EVT03129,29.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8457,EVT07178,29.09,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8458,EVT00952,29.08,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8459,EVT06251,29.08,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8460,EVT06481,29.08,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8461,EVT08427,29.08,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8462,EVT05744,29.07,Medium,Monitor,Open,[],No IOC Match,Medium,True
8463,EVT02803,29.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8464,EVT04846,29.06,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8465,EVT01745,29.05,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8466,EVT02541,29.04,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8467,EVT02840,29.04,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8468,EVT07172,29.03,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8469,EVT07707,29.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8470,EVT08297,29.03,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8471,EVT08991,29.03,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8472,EVT09436,29.03,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8473,EVT08034,29.02,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8474,EVT02817,29.01,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8475,EVT03679,29.01,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8476,EVT06303,29.0,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8477,EVT08442,29.0,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8478,EVT03024,28.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8479,EVT04026,28.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8480,EVT04961,28.99,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8481,EVT03290,28.98,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8482,EVT03324,28.98,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8483,EVT08277,28.97,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8484,EVT08887,28.97,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8485,EVT00976,28.96,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8486,EVT03196,28.96,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8487,EVT07181,28.96,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8488,EVT05291,28.95,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8489,EVT07484,28.95,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8490,EVT02985,28.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8491,EVT06041,28.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8492,EVT08899,28.94,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8493,EVT00269,28.93,Medium,Monitor,Open,['Multiple failed login attempts'],No IOC Match,Unknown,False
8494,EVT09920,28.93,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8495,EVT02375,28.91,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8496,EVT03400,28.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8497,EVT04623,28.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8498,EVT06425,28.9,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8499,EVT05876,28.89,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8500,EVT00912,28.88,Medium,Monitor,Open,[],No IOC Match,Medium,True
8501,EVT01772,28.88,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8502,EVT05278,28.88,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8503,EVT07079,28.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8504,EVT07358,28.87,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8505,EVT09791,28.87,Medium,Monitor,Open,[],No IOC Match,Medium,True
8506,EVT02087,28.86,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8507,EVT04580,28.86,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8508,EVT08179,28.86,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8509,EVT05927,28.85,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8510,EVT06349,28.84,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8511,EVT07824,28.84,Medium,Monitor,Open,[],No IOC Match,Unknown,False
8512,EVT08637,28.84,Medium,Monitor,Open,[],No IOC Match,Unknown,False
