indicator,threat_type,confidence,mitre_id,technique_name,tactic
192.168.21.147,Phishing,52,T1566,Phishing,Initial Access
192.168.22.154,Malware,99,T1204,User Execution,Execution
192.168.23.161,Phishing,77,T1566,Phishing,Initial Access
192.168.24.168,Brute Force,94,T1110,Brute Force,Credential Access
192.168.25.175,Ransomware,66,T1595,Active Scanning,Reconnaissance
192.168.26.182,Brute Force,91,T1110,Brute Force,Credential Access
192.168.27.189,Ransomware,77,T1595,Active Scanning,Reconnaissance
192.168.28.196,Phishing,96,T1566,Phishing,Initial Access
192.168.29.203,Brute Force,67,T1110,Brute Force,Credential Access
192.168.30.210,Phishing,81,T1566,Phishing,Initial Access
192.168.31.217,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.32.224,Malware,81,T1204,User Execution,Execution
192.168.33.231,Credential Dumping,62,T1595,Active Scanning,Reconnaissance
192.168.34.238,Phishing,90,T1566,Phishing,Initial Access
192.168.35.245,Brute Force,74,T1110,Brute Force,Credential Access
192.168.36.252,Brute Force,81,T1110,Brute Force,Credential Access
192.168.37.4,Brute Force,92,T1110,Brute Force,Credential Access
192.168.38.11,Brute Force,74,T1110,Brute Force,Credential Access
192.168.39.18,Credential Dumping,88,T1595,Active Scanning,Reconnaissance
192.168.40.25,Phishing,92,T1566,Phishing,Initial Access
192.168.41.32,Phishing,50,T1566,Phishing,Initial Access
192.168.42.39,Malware,83,T1204,User Execution,Execution
192.168.43.46,Phishing,82,T1566,Phishing,Initial Access
192.168.44.53,Phishing,52,T1566,Phishing,Initial Access
192.168.45.60,Malware,97,T1204,User Execution,Execution
192.168.46.67,Credential Dumping,96,T1595,Active Scanning,Reconnaissance
192.168.47.74,Malware,81,T1204,User Execution,Execution
192.168.48.81,Malware,80,T1204,User Execution,Execution
192.168.49.88,Malware,56,T1204,User Execution,Execution
192.168.50.95,Malware,99,T1204,User Execution,Execution
192.168.51.102,Credential Dumping,84,T1595,Active Scanning,Reconnaissance
192.168.52.109,Phishing,91,T1566,Phishing,Initial Access
192.168.53.116,Ransomware,64,T1595,Active Scanning,Reconnaissance
192.168.54.123,Brute Force,97,T1110,Brute Force,Credential Access
192.168.55.130,Ransomware,70,T1595,Active Scanning,Reconnaissance
192.168.56.137,Phishing,74,T1566,Phishing,Initial Access
192.168.57.144,Malware,75,T1204,User Execution,Execution
192.168.58.151,Phishing,64,T1566,Phishing,Initial Access
192.168.59.158,Ransomware,97,T1595,Active Scanning,Reconnaissance
192.168.60.165,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.61.172,Malware,95,T1204,User Execution,Execution
192.168.62.179,Malware,94,T1204,User Execution,Execution
192.168.63.186,Credential Dumping,92,T1595,Active Scanning,Reconnaissance
192.168.64.193,Phishing,72,T1566,Phishing,Initial Access
192.168.65.200,Phishing,56,T1566,Phishing,Initial Access
192.168.66.207,Phishing,86,T1566,Phishing,Initial Access
192.168.67.214,Phishing,63,T1566,Phishing,Initial Access
192.168.68.221,Phishing,74,T1566,Phishing,Initial Access
192.168.69.228,Brute Force,80,T1110,Brute Force,Credential Access
192.168.70.235,Ransomware,59,T1595,Active Scanning,Reconnaissance
192.168.71.242,Brute Force,75,T1110,Brute Force,Credential Access
192.168.72.249,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.73.1,Phishing,57,T1566,Phishing,Initial Access
192.168.74.8,Brute Force,94,T1110,Brute Force,Credential Access
192.168.75.15,Credential Dumping,69,T1595,Active Scanning,Reconnaissance
192.168.76.22,Brute Force,94,T1110,Brute Force,Credential Access
192.168.77.29,Brute Force,92,T1110,Brute Force,Credential Access
192.168.78.36,Brute Force,57,T1110,Brute Force,Credential Access
192.168.79.43,Malware,98,T1204,User Execution,Execution
192.168.80.50,Ransomware,84,T1595,Active Scanning,Reconnaissance
192.168.81.57,Malware,83,T1204,User Execution,Execution
192.168.82.64,Malware,83,T1204,User Execution,Execution
192.168.83.71,Brute Force,52,T1110,Brute Force,Credential Access
192.168.84.78,Malware,67,T1204,User Execution,Execution
192.168.85.85,Brute Force,74,T1110,Brute Force,Credential Access
192.168.86.92,Credential Dumping,93,T1595,Active Scanning,Reconnaissance
192.168.87.99,Ransomware,90,T1595,Active Scanning,Reconnaissance
192.168.88.106,Phishing,59,T1566,Phishing,Initial Access
192.168.89.113,Credential Dumping,54,T1595,Active Scanning,Reconnaissance
192.168.90.120,Ransomware,71,T1595,Active Scanning,Reconnaissance
192.168.91.127,Phishing,67,T1566,Phishing,Initial Access
192.168.92.134,Credential Dumping,61,T1595,Active Scanning,Reconnaissance
192.168.93.141,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.94.148,Ransomware,53,T1595,Active Scanning,Reconnaissance
192.168.95.155,Malware,80,T1204,User Execution,Execution
192.168.96.162,Ransomware,59,T1595,Active Scanning,Reconnaissance
192.168.97.169,Brute Force,93,T1110,Brute Force,Credential Access
192.168.98.176,Malware,79,T1204,User Execution,Execution
192.168.99.183,Ransomware,90,T1595,Active Scanning,Reconnaissance
192.168.100.190,Phishing,54,T1566,Phishing,Initial Access
192.168.101.197,Malware,97,T1204,User Execution,Execution
192.168.102.204,Brute Force,80,T1110,Brute Force,Credential Access
192.168.103.211,Credential Dumping,97,T1595,Active Scanning,Reconnaissance
192.168.104.218,Malware,60,T1204,User Execution,Execution
192.168.105.225,Malware,58,T1204,User Execution,Execution
192.168.106.232,Credential Dumping,60,T1595,Active Scanning,Reconnaissance
192.168.107.239,Malware,69,T1204,User Execution,Execution
192.168.108.246,Brute Force,69,T1110,Brute Force,Credential Access
192.168.109.253,Credential Dumping,72,T1595,Active Scanning,Reconnaissance
192.168.110.5,Phishing,50,T1566,Phishing,Initial Access
192.168.111.12,Credential Dumping,56,T1595,Active Scanning,Reconnaissance
192.168.112.19,Ransomware,57,T1595,Active Scanning,Reconnaissance
192.168.113.26,Malware,73,T1204,User Execution,Execution
192.168.114.33,Ransomware,78,T1595,Active Scanning,Reconnaissance
192.168.115.40,Malware,50,T1204,User Execution,Execution
192.168.116.47,Brute Force,52,T1110,Brute Force,Credential Access
192.168.117.54,Brute Force,80,T1110,Brute Force,Credential Access
192.168.118.61,Credential Dumping,93,T1595,Active Scanning,Reconnaissance
192.168.119.68,Ransomware,57,T1595,Active Scanning,Reconnaissance
192.168.120.75,Malware,99,T1204,User Execution,Execution
192.168.121.82,Credential Dumping,80,T1595,Active Scanning,Reconnaissance
192.168.122.89,Credential Dumping,96,T1595,Active Scanning,Reconnaissance
192.168.123.96,Brute Force,92,T1110,Brute Force,Credential Access
192.168.124.103,Ransomware,87,T1595,Active Scanning,Reconnaissance
192.168.125.110,Brute Force,52,T1110,Brute Force,Credential Access
192.168.126.117,Credential Dumping,55,T1595,Active Scanning,Reconnaissance
192.168.127.124,Malware,77,T1204,User Execution,Execution
192.168.128.131,Brute Force,67,T1110,Brute Force,Credential Access
192.168.129.138,Credential Dumping,53,T1595,Active Scanning,Reconnaissance
192.168.130.145,Phishing,80,T1566,Phishing,Initial Access
192.168.131.152,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.132.159,Brute Force,71,T1110,Brute Force,Credential Access
192.168.133.166,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.134.173,Brute Force,90,T1110,Brute Force,Credential Access
192.168.135.180,Ransomware,95,T1595,Active Scanning,Reconnaissance
192.168.136.187,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.137.194,Ransomware,58,T1595,Active Scanning,Reconnaissance
192.168.138.201,Ransomware,78,T1595,Active Scanning,Reconnaissance
192.168.139.208,Brute Force,83,T1110,Brute Force,Credential Access
192.168.140.215,Ransomware,68,T1595,Active Scanning,Reconnaissance
192.168.141.222,Malware,93,T1204,User Execution,Execution
192.168.142.229,Malware,85,T1204,User Execution,Execution
192.168.143.236,Malware,60,T1204,User Execution,Execution
192.168.144.243,Ransomware,69,T1595,Active Scanning,Reconnaissance
192.168.145.250,Ransomware,64,T1595,Active Scanning,Reconnaissance
192.168.146.2,Brute Force,58,T1110,Brute Force,Credential Access
192.168.147.9,Malware,50,T1204,User Execution,Execution
192.168.148.16,Phishing,96,T1566,Phishing,Initial Access
192.168.149.23,Phishing,72,T1566,Phishing,Initial Access
192.168.150.30,Malware,84,T1204,User Execution,Execution
192.168.151.37,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.152.44,Ransomware,78,T1595,Active Scanning,Reconnaissance
192.168.153.51,Phishing,55,T1566,Phishing,Initial Access
192.168.154.58,Malware,96,T1204,User Execution,Execution
192.168.155.65,Phishing,75,T1566,Phishing,Initial Access
192.168.156.72,Malware,65,T1204,User Execution,Execution
192.168.157.79,Brute Force,88,T1110,Brute Force,Credential Access
192.168.158.86,Brute Force,58,T1110,Brute Force,Credential Access
192.168.159.93,Malware,100,T1204,User Execution,Execution
192.168.160.100,Brute Force,80,T1110,Brute Force,Credential Access
192.168.161.107,Phishing,59,T1566,Phishing,Initial Access
192.168.162.114,Ransomware,52,T1595,Active Scanning,Reconnaissance
192.168.163.121,Ransomware,50,T1595,Active Scanning,Reconnaissance
192.168.164.128,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.165.135,Brute Force,57,T1110,Brute Force,Credential Access
192.168.166.142,Phishing,57,T1566,Phishing,Initial Access
192.168.167.149,Brute Force,77,T1110,Brute Force,Credential Access
192.168.168.156,Credential Dumping,89,T1595,Active Scanning,Reconnaissance
192.168.169.163,Phishing,66,T1566,Phishing,Initial Access
192.168.170.170,Malware,59,T1204,User Execution,Execution
192.168.171.177,Brute Force,96,T1110,Brute Force,Credential Access
192.168.172.184,Malware,72,T1204,User Execution,Execution
192.168.173.191,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.174.198,Ransomware,74,T1595,Active Scanning,Reconnaissance
192.168.175.205,Ransomware,65,T1595,Active Scanning,Reconnaissance
192.168.176.212,Phishing,57,T1566,Phishing,Initial Access
192.168.177.219,Malware,59,T1204,User Execution,Execution
192.168.178.226,Malware,53,T1204,User Execution,Execution
192.168.179.233,Credential Dumping,73,T1595,Active Scanning,Reconnaissance
192.168.180.240,Credential Dumping,59,T1595,Active Scanning,Reconnaissance
192.168.181.247,Brute Force,59,T1110,Brute Force,Credential Access
192.168.182.254,Ransomware,76,T1595,Active Scanning,Reconnaissance
192.168.183.6,Phishing,53,T1566,Phishing,Initial Access
192.168.184.13,Ransomware,75,T1595,Active Scanning,Reconnaissance
192.168.185.20,Ransomware,95,T1595,Active Scanning,Reconnaissance
192.168.186.27,Phishing,58,T1566,Phishing,Initial Access
192.168.187.34,Malware,97,T1204,User Execution,Execution
192.168.188.41,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.189.48,Malware,91,T1204,User Execution,Execution
192.168.190.55,Brute Force,88,T1110,Brute Force,Credential Access
192.168.191.62,Malware,63,T1204,User Execution,Execution
192.168.192.69,Malware,65,T1204,User Execution,Execution
192.168.193.76,Ransomware,53,T1595,Active Scanning,Reconnaissance
192.168.194.83,Brute Force,75,T1110,Brute Force,Credential Access
192.168.195.90,Phishing,71,T1566,Phishing,Initial Access
192.168.196.97,Ransomware,87,T1595,Active Scanning,Reconnaissance
192.168.197.104,Phishing,93,T1566,Phishing,Initial Access
192.168.198.111,Malware,99,T1204,User Execution,Execution
192.168.199.118,Credential Dumping,68,T1595,Active Scanning,Reconnaissance
192.168.200.125,Brute Force,63,T1110,Brute Force,Credential Access
192.168.201.132,Ransomware,50,T1595,Active Scanning,Reconnaissance
192.168.202.139,Ransomware,56,T1595,Active Scanning,Reconnaissance
192.168.203.146,Malware,86,T1204,User Execution,Execution
192.168.204.153,Malware,80,T1204,User Execution,Execution
192.168.205.160,Malware,52,T1204,User Execution,Execution
192.168.206.167,Credential Dumping,73,T1595,Active Scanning,Reconnaissance
192.168.207.174,Phishing,82,T1566,Phishing,Initial Access
192.168.208.181,Ransomware,94,T1595,Active Scanning,Reconnaissance
192.168.209.188,Phishing,86,T1566,Phishing,Initial Access
192.168.210.195,Credential Dumping,72,T1595,Active Scanning,Reconnaissance
192.168.211.202,Brute Force,96,T1110,Brute Force,Credential Access
192.168.212.209,Credential Dumping,71,T1595,Active Scanning,Reconnaissance
192.168.213.216,Malware,67,T1204,User Execution,Execution
192.168.214.223,Credential Dumping,70,T1595,Active Scanning,Reconnaissance
192.168.215.230,Brute Force,80,T1110,Brute Force,Credential Access
192.168.216.237,Credential Dumping,90,T1595,Active Scanning,Reconnaissance
192.168.217.244,Phishing,69,T1566,Phishing,Initial Access
192.168.218.251,Ransomware,61,T1595,Active Scanning,Reconnaissance
192.168.219.3,Phishing,62,T1566,Phishing,Initial Access
192.168.220.10,Credential Dumping,72,T1595,Active Scanning,Reconnaissance
192.168.221.17,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.222.24,Phishing,59,T1566,Phishing,Initial Access
192.168.223.31,Phishing,66,T1566,Phishing,Initial Access
192.168.224.38,Malware,52,T1204,User Execution,Execution
192.168.225.45,Credential Dumping,63,T1595,Active Scanning,Reconnaissance
192.168.226.52,Ransomware,73,T1595,Active Scanning,Reconnaissance
192.168.227.59,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.228.66,Phishing,57,T1566,Phishing,Initial Access
192.168.229.73,Malware,74,T1204,User Execution,Execution
192.168.230.80,Phishing,56,T1566,Phishing,Initial Access
192.168.231.87,Brute Force,90,T1110,Brute Force,Credential Access
192.168.232.94,Phishing,64,T1566,Phishing,Initial Access
192.168.233.101,Malware,72,T1204,User Execution,Execution
192.168.234.108,Brute Force,82,T1110,Brute Force,Credential Access
192.168.235.115,Phishing,50,T1566,Phishing,Initial Access
192.168.236.122,Malware,71,T1204,User Execution,Execution
192.168.237.129,Malware,89,T1204,User Execution,Execution
192.168.238.136,Ransomware,90,T1595,Active Scanning,Reconnaissance
192.168.239.143,Credential Dumping,77,T1595,Active Scanning,Reconnaissance
192.168.240.150,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.241.157,Phishing,55,T1566,Phishing,Initial Access
192.168.242.164,Brute Force,51,T1110,Brute Force,Credential Access
192.168.243.171,Phishing,91,T1566,Phishing,Initial Access
192.168.244.178,Credential Dumping,67,T1595,Active Scanning,Reconnaissance
192.168.245.185,Ransomware,79,T1595,Active Scanning,Reconnaissance
192.168.246.192,Phishing,55,T1566,Phishing,Initial Access
192.168.247.199,Malware,81,T1204,User Execution,Execution
192.168.248.206,Brute Force,74,T1110,Brute Force,Credential Access
192.168.249.213,Malware,50,T1204,User Execution,Execution
192.168.250.220,Brute Force,80,T1110,Brute Force,Credential Access
192.168.251.227,Malware,62,T1204,User Execution,Execution
192.168.252.234,Ransomware,73,T1595,Active Scanning,Reconnaissance
192.168.253.241,Phishing,55,T1566,Phishing,Initial Access
192.168.254.248,Phishing,62,T1566,Phishing,Initial Access
192.168.0.0,Credential Dumping,82,T1595,Active Scanning,Reconnaissance
192.168.1.7,Malware,75,T1204,User Execution,Execution
192.168.2.14,Malware,77,T1204,User Execution,Execution
192.168.3.21,Phishing,77,T1566,Phishing,Initial Access
192.168.4.28,Brute Force,52,T1110,Brute Force,Credential Access
192.168.5.35,Phishing,51,T1566,Phishing,Initial Access
192.168.6.42,Credential Dumping,65,T1595,Active Scanning,Reconnaissance
192.168.7.49,Phishing,57,T1566,Phishing,Initial Access
192.168.8.56,Phishing,86,T1566,Phishing,Initial Access
192.168.9.63,Credential Dumping,83,T1595,Active Scanning,Reconnaissance
192.168.10.70,Ransomware,93,T1595,Active Scanning,Reconnaissance
192.168.11.77,Malware,81,T1204,User Execution,Execution
192.168.12.84,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.13.91,Malware,51,T1204,User Execution,Execution
192.168.14.98,Credential Dumping,75,T1595,Active Scanning,Reconnaissance
192.168.15.105,Phishing,80,T1566,Phishing,Initial Access
192.168.16.112,Phishing,98,T1566,Phishing,Initial Access
192.168.17.119,Credential Dumping,69,T1595,Active Scanning,Reconnaissance
192.168.18.126,Brute Force,51,T1110,Brute Force,Credential Access
192.168.19.133,Malware,94,T1204,User Execution,Execution
192.168.20.140,Brute Force,84,T1110,Brute Force,Credential Access
192.168.21.147,Phishing,53,T1566,Phishing,Initial Access
192.168.22.154,Ransomware,94,T1595,Active Scanning,Reconnaissance
192.168.23.161,Brute Force,59,T1110,Brute Force,Credential Access
192.168.24.168,Credential Dumping,86,T1595,Active Scanning,Reconnaissance
192.168.25.175,Phishing,55,T1566,Phishing,Initial Access
192.168.26.182,Phishing,94,T1566,Phishing,Initial Access
192.168.27.189,Brute Force,92,T1110,Brute Force,Credential Access
192.168.28.196,Malware,71,T1204,User Execution,Execution
192.168.29.203,Phishing,82,T1566,Phishing,Initial Access
192.168.30.210,Phishing,89,T1566,Phishing,Initial Access
192.168.31.217,Malware,77,T1204,User Execution,Execution
192.168.32.224,Malware,97,T1204,User Execution,Execution
192.168.33.231,Malware,80,T1204,User Execution,Execution
192.168.34.238,Phishing,72,T1566,Phishing,Initial Access
192.168.35.245,Ransomware,53,T1595,Active Scanning,Reconnaissance
192.168.36.252,Brute Force,62,T1110,Brute Force,Credential Access
192.168.37.4,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.38.11,Malware,57,T1204,User Execution,Execution
192.168.39.18,Malware,67,T1204,User Execution,Execution
192.168.40.25,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.41.32,Credential Dumping,100,T1595,Active Scanning,Reconnaissance
192.168.42.39,Ransomware,56,T1595,Active Scanning,Reconnaissance
192.168.43.46,Phishing,70,T1566,Phishing,Initial Access
192.168.44.53,Phishing,50,T1566,Phishing,Initial Access
192.168.45.60,Brute Force,54,T1110,Brute Force,Credential Access
192.168.46.67,Ransomware,87,T1595,Active Scanning,Reconnaissance
192.168.47.74,Credential Dumping,51,T1595,Active Scanning,Reconnaissance
192.168.48.81,Malware,99,T1204,User Execution,Execution
192.168.49.88,Credential Dumping,84,T1595,Active Scanning,Reconnaissance
192.168.50.95,Phishing,72,T1566,Phishing,Initial Access
192.168.51.102,Brute Force,59,T1110,Brute Force,Credential Access
192.168.52.109,Phishing,65,T1566,Phishing,Initial Access
192.168.53.116,Phishing,62,T1566,Phishing,Initial Access
192.168.54.123,Ransomware,66,T1595,Active Scanning,Reconnaissance
192.168.55.130,Credential Dumping,69,T1595,Active Scanning,Reconnaissance
192.168.56.137,Ransomware,100,T1595,Active Scanning,Reconnaissance
192.168.57.144,Phishing,81,T1566,Phishing,Initial Access
192.168.58.151,Ransomware,69,T1595,Active Scanning,Reconnaissance
192.168.59.158,Brute Force,63,T1110,Brute Force,Credential Access
192.168.60.165,Brute Force,50,T1110,Brute Force,Credential Access
192.168.61.172,Brute Force,72,T1110,Brute Force,Credential Access
192.168.62.179,Brute Force,96,T1110,Brute Force,Credential Access
192.168.63.186,Phishing,80,T1566,Phishing,Initial Access
192.168.64.193,Credential Dumping,66,T1595,Active Scanning,Reconnaissance
192.168.65.200,Ransomware,87,T1595,Active Scanning,Reconnaissance
192.168.66.207,Phishing,85,T1566,Phishing,Initial Access
192.168.67.214,Phishing,74,T1566,Phishing,Initial Access
192.168.68.221,Phishing,72,T1566,Phishing,Initial Access
192.168.69.228,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.70.235,Ransomware,87,T1595,Active Scanning,Reconnaissance
192.168.71.242,Brute Force,75,T1110,Brute Force,Credential Access
192.168.72.249,Brute Force,67,T1110,Brute Force,Credential Access
192.168.73.1,Phishing,53,T1566,Phishing,Initial Access
192.168.74.8,Malware,58,T1204,User Execution,Execution
192.168.75.15,Phishing,81,T1566,Phishing,Initial Access
192.168.76.22,Brute Force,88,T1110,Brute Force,Credential Access
192.168.77.29,Malware,51,T1204,User Execution,Execution
192.168.78.36,Brute Force,80,T1110,Brute Force,Credential Access
192.168.79.43,Ransomware,77,T1595,Active Scanning,Reconnaissance
192.168.80.50,Malware,82,T1204,User Execution,Execution
192.168.81.57,Credential Dumping,68,T1595,Active Scanning,Reconnaissance
192.168.82.64,Phishing,74,T1566,Phishing,Initial Access
192.168.83.71,Credential Dumping,51,T1595,Active Scanning,Reconnaissance
192.168.84.78,Brute Force,91,T1110,Brute Force,Credential Access
192.168.85.85,Brute Force,79,T1110,Brute Force,Credential Access
192.168.86.92,Malware,72,T1204,User Execution,Execution
192.168.87.99,Malware,91,T1204,User Execution,Execution
192.168.88.106,Malware,75,T1204,User Execution,Execution
192.168.89.113,Credential Dumping,86,T1595,Active Scanning,Reconnaissance
192.168.90.120,Malware,87,T1204,User Execution,Execution
192.168.91.127,Brute Force,64,T1110,Brute Force,Credential Access
192.168.92.134,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.93.141,Malware,54,T1204,User Execution,Execution
192.168.94.148,Brute Force,98,T1110,Brute Force,Credential Access
192.168.95.155,Malware,94,T1204,User Execution,Execution
192.168.96.162,Malware,78,T1204,User Execution,Execution
192.168.97.169,Malware,55,T1204,User Execution,Execution
192.168.98.176,Malware,50,T1204,User Execution,Execution
192.168.99.183,Phishing,62,T1566,Phishing,Initial Access
192.168.100.190,Ransomware,89,T1595,Active Scanning,Reconnaissance
192.168.101.197,Credential Dumping,54,T1595,Active Scanning,Reconnaissance
192.168.102.204,Brute Force,64,T1110,Brute Force,Credential Access
192.168.103.211,Brute Force,66,T1110,Brute Force,Credential Access
192.168.104.218,Malware,84,T1204,User Execution,Execution
192.168.105.225,Credential Dumping,87,T1595,Active Scanning,Reconnaissance
192.168.106.232,Brute Force,76,T1110,Brute Force,Credential Access
192.168.107.239,Malware,98,T1204,User Execution,Execution
192.168.108.246,Malware,86,T1204,User Execution,Execution
192.168.109.253,Phishing,88,T1566,Phishing,Initial Access
192.168.110.5,Ransomware,67,T1595,Active Scanning,Reconnaissance
192.168.111.12,Credential Dumping,77,T1595,Active Scanning,Reconnaissance
192.168.112.19,Brute Force,99,T1110,Brute Force,Credential Access
192.168.113.26,Brute Force,74,T1110,Brute Force,Credential Access
192.168.114.33,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.115.40,Phishing,77,T1566,Phishing,Initial Access
192.168.116.47,Ransomware,76,T1595,Active Scanning,Reconnaissance
192.168.117.54,Brute Force,54,T1110,Brute Force,Credential Access
192.168.118.61,Phishing,72,T1566,Phishing,Initial Access
192.168.119.68,Phishing,80,T1566,Phishing,Initial Access
192.168.120.75,Brute Force,81,T1110,Brute Force,Credential Access
192.168.121.82,Malware,73,T1204,User Execution,Execution
192.168.122.89,Ransomware,94,T1595,Active Scanning,Reconnaissance
192.168.123.96,Phishing,67,T1566,Phishing,Initial Access
192.168.124.103,Ransomware,97,T1595,Active Scanning,Reconnaissance
192.168.125.110,Malware,94,T1204,User Execution,Execution
192.168.126.117,Brute Force,52,T1110,Brute Force,Credential Access
192.168.127.124,Phishing,67,T1566,Phishing,Initial Access
192.168.128.131,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.129.138,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.130.145,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.131.152,Phishing,100,T1566,Phishing,Initial Access
192.168.132.159,Brute Force,84,T1110,Brute Force,Credential Access
192.168.133.166,Malware,97,T1204,User Execution,Execution
192.168.134.173,Phishing,65,T1566,Phishing,Initial Access
192.168.135.180,Brute Force,67,T1110,Brute Force,Credential Access
192.168.136.187,Brute Force,66,T1110,Brute Force,Credential Access
192.168.137.194,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.138.201,Credential Dumping,67,T1595,Active Scanning,Reconnaissance
192.168.139.208,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.140.215,Malware,59,T1204,User Execution,Execution
192.168.141.222,Brute Force,93,T1110,Brute Force,Credential Access
192.168.142.229,Brute Force,95,T1110,Brute Force,Credential Access
192.168.143.236,Phishing,72,T1566,Phishing,Initial Access
192.168.144.243,Brute Force,63,T1110,Brute Force,Credential Access
192.168.145.250,Brute Force,59,T1110,Brute Force,Credential Access
192.168.146.2,Phishing,80,T1566,Phishing,Initial Access
192.168.147.9,Phishing,59,T1566,Phishing,Initial Access
192.168.148.16,Phishing,74,T1566,Phishing,Initial Access
192.168.149.23,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.150.30,Ransomware,88,T1595,Active Scanning,Reconnaissance
192.168.151.37,Phishing,86,T1566,Phishing,Initial Access
192.168.152.44,Malware,79,T1204,User Execution,Execution
192.168.153.51,Malware,73,T1204,User Execution,Execution
192.168.154.58,Phishing,78,T1566,Phishing,Initial Access
192.168.155.65,Ransomware,93,T1595,Active Scanning,Reconnaissance
192.168.156.72,Phishing,57,T1566,Phishing,Initial Access
192.168.157.79,Ransomware,61,T1595,Active Scanning,Reconnaissance
192.168.158.86,Credential Dumping,97,T1595,Active Scanning,Reconnaissance
192.168.159.93,Credential Dumping,54,T1595,Active Scanning,Reconnaissance
192.168.160.100,Credential Dumping,75,T1595,Active Scanning,Reconnaissance
192.168.161.107,Brute Force,87,T1110,Brute Force,Credential Access
192.168.162.114,Brute Force,76,T1110,Brute Force,Credential Access
192.168.163.121,Phishing,96,T1566,Phishing,Initial Access
192.168.164.128,Malware,93,T1204,User Execution,Execution
192.168.165.135,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.166.142,Phishing,68,T1566,Phishing,Initial Access
192.168.167.149,Malware,77,T1204,User Execution,Execution
192.168.168.156,Brute Force,60,T1110,Brute Force,Credential Access
192.168.169.163,Credential Dumping,68,T1595,Active Scanning,Reconnaissance
192.168.170.170,Malware,56,T1204,User Execution,Execution
192.168.171.177,Brute Force,50,T1110,Brute Force,Credential Access
192.168.172.184,Phishing,86,T1566,Phishing,Initial Access
192.168.173.191,Credential Dumping,95,T1595,Active Scanning,Reconnaissance
192.168.174.198,Credential Dumping,66,T1595,Active Scanning,Reconnaissance
192.168.175.205,Brute Force,97,T1110,Brute Force,Credential Access
192.168.176.212,Malware,79,T1204,User Execution,Execution
192.168.177.219,Phishing,56,T1566,Phishing,Initial Access
192.168.178.226,Malware,65,T1204,User Execution,Execution
192.168.179.233,Malware,59,T1204,User Execution,Execution
192.168.180.240,Phishing,90,T1566,Phishing,Initial Access
192.168.181.247,Brute Force,81,T1110,Brute Force,Credential Access
192.168.182.254,Brute Force,89,T1110,Brute Force,Credential Access
192.168.183.6,Phishing,69,T1566,Phishing,Initial Access
192.168.184.13,Credential Dumping,84,T1595,Active Scanning,Reconnaissance
192.168.185.20,Brute Force,78,T1110,Brute Force,Credential Access
192.168.186.27,Brute Force,70,T1110,Brute Force,Credential Access
192.168.187.34,Malware,88,T1204,User Execution,Execution
192.168.188.41,Phishing,100,T1566,Phishing,Initial Access
192.168.189.48,Phishing,75,T1566,Phishing,Initial Access
192.168.190.55,Brute Force,96,T1110,Brute Force,Credential Access
192.168.191.62,Phishing,64,T1566,Phishing,Initial Access
192.168.192.69,Brute Force,88,T1110,Brute Force,Credential Access
192.168.193.76,Credential Dumping,72,T1595,Active Scanning,Reconnaissance
192.168.194.83,Ransomware,84,T1595,Active Scanning,Reconnaissance
192.168.195.90,Malware,73,T1204,User Execution,Execution
192.168.196.97,Brute Force,98,T1110,Brute Force,Credential Access
192.168.197.104,Credential Dumping,68,T1595,Active Scanning,Reconnaissance
192.168.198.111,Brute Force,100,T1110,Brute Force,Credential Access
192.168.199.118,Phishing,54,T1566,Phishing,Initial Access
192.168.200.125,Brute Force,56,T1110,Brute Force,Credential Access
192.168.201.132,Malware,77,T1204,User Execution,Execution
192.168.202.139,Phishing,56,T1566,Phishing,Initial Access
192.168.203.146,Credential Dumping,55,T1595,Active Scanning,Reconnaissance
192.168.204.153,Credential Dumping,74,T1595,Active Scanning,Reconnaissance
