event_id,timestamp,source_ip,destination_ip,event_type,ioc_status,ioc_type,ioc_value,threat_name,threat_actor,ioc_confidence,ioc_severity,indicator_id,matched_from,enrichment_source
EVT09180,2026-02-01 21:00:00,214.140.188.37,10.0.8.26,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT09181,2026-02-01 21:05:00,200.42.154.254,10.0.4.197,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09182,2026-02-01 21:10:00,198.66.227.9,10.0.8.90,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09183,2026-02-01 21:15:00,113.126.28.207,10.0.1.30,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT09184,2026-02-01 21:20:00,59.194.201.178,10.0.2.73,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09185,2026-02-01 21:25:00,97.23.147.2,10.0.5.39,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT09186,2026-02-01 21:30:00,23.195.206.74,10.0.8.201,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09187,2026-02-01 21:35:00,154.43.102.14,10.0.6.66,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09188,2026-02-01 21:40:00,198.174.185.98,10.0.9.187,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09189,2026-02-01 21:45:00,9.211.111.60,10.0.9.47,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09190,2026-02-01 21:50:00,105.27.185.11,10.0.1.107,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09191,2026-02-01 21:55:00,99.189.104.172,10.0.5.213,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09192,2026-02-01 22:00:00,73.23.215.6,10.0.4.131,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09193,2026-02-01 22:05:00,162.112.31.191,10.0.9.150,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09194,2026-02-01 22:10:00,212.15.4.109,10.0.6.32,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09195,2026-02-01 22:15:00,124.15.246.224,10.0.0.135,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09196,2026-02-01 22:20:00,220.115.66.152,10.0.3.225,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09197,2026-02-01 22:25:00,30.170.14.137,10.0.0.250,File Access,No IOC Match,,,,,,,,,No Match
EVT09198,2026-02-01 22:30:00,214.9.22.172,10.0.3.32,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09199,2026-02-01 22:35:00,118.82.238.218,10.0.6.130,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09200,2026-02-01 22:40:00,154.188.40.10,10.0.4.96,Login Success,No IOC Match,,,,,,,,,No Match
EVT09201,2026-02-01 22:45:00,218.207.255.66,10.0.4.208,Login Success,No IOC Match,,,,,,,,,No Match
EVT09202,2026-02-01 22:50:00,181.145.198.12,10.0.6.225,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09203,2026-02-01 22:55:00,180.160.177.30,10.0.8.35,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT09204,2026-02-01 23:00:00,82.179.98.240,10.0.6.139,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09205,2026-02-01 23:05:00,116.25.139.158,10.0.0.48,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09206,2026-02-01 23:10:00,196.140.250.128,10.0.5.102,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09207,2026-02-01 23:15:00,6.95.190.201,10.0.1.6,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09208,2026-02-01 23:20:00,211.50.186.131,10.0.5.235,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT09209,2026-02-01 23:25:00,186.7.92.245,10.0.0.164,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09210,2026-02-01 23:30:00,190.172.220.0,10.0.6.83,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09211,2026-02-01 23:35:00,195.18.3.178,10.0.4.120,File Access,No IOC Match,,,,,,,,,No Match
EVT09212,2026-02-01 23:40:00,209.252.61.194,10.0.6.136,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09213,2026-02-01 23:45:00,193.88.8.56,10.0.2.188,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09214,2026-02-01 23:50:00,20.191.219.225,10.0.3.135,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09215,2026-02-01 23:55:00,174.153.202.135,10.0.3.201,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09216,2026-02-02 00:00:00,195.133.163.151,10.0.7.127,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09217,2026-02-02 00:05:00,128.28.105.212,10.0.0.128,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09218,2026-02-02 00:10:00,174.148.97.111,10.0.9.103,File Access,No IOC Match,,,,,,,,,No Match
EVT09219,2026-02-02 00:15:00,190.86.63.156,10.0.5.247,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09220,2026-02-02 00:20:00,130.36.43.162,10.0.2.96,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09221,2026-02-02 00:25:00,193.65.71.77,10.0.4.103,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09222,2026-02-02 00:30:00,217.106.15.164,10.0.1.36,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09223,2026-02-02 00:35:00,193.249.173.174,10.0.5.31,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09224,2026-02-02 00:40:00,2.51.75.232,10.0.6.98,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09225,2026-02-02 00:45:00,3.5.12.117,10.0.5.100,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09226,2026-02-02 00:50:00,132.106.251.63,10.0.8.219,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09227,2026-02-02 00:55:00,156.140.222.106,10.0.7.32,File Access,No IOC Match,,,,,,,,,No Match
EVT09228,2026-02-02 01:00:00,163.134.205.77,10.0.2.138,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09229,2026-02-02 01:05:00,173.0.43.211,10.0.1.12,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09230,2026-02-02 01:10:00,136.123.193.120,10.0.9.78,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09231,2026-02-02 01:15:00,193.147.83.194,10.0.7.167,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09232,2026-02-02 01:20:00,190.49.251.162,10.0.0.24,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09233,2026-02-02 01:25:00,84.89.249.239,10.0.7.147,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09234,2026-02-02 01:30:00,31.252.117.217,10.0.4.220,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09235,2026-02-02 01:35:00,139.25.232.31,10.0.0.220,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09236,2026-02-02 01:40:00,194.140.162.111,10.0.4.29,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09237,2026-02-02 01:45:00,200.252.198.172,10.0.7.245,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09238,2026-02-02 01:50:00,192.243.65.38,10.0.9.60,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09239,2026-02-02 01:55:00,103.61.131.125,10.0.5.3,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09240,2026-02-02 02:00:00,43.138.175.5,10.0.6.198,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09241,2026-02-02 02:05:00,205.14.7.180,10.0.7.110,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09242,2026-02-02 02:10:00,207.28.222.128,10.0.4.140,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09243,2026-02-02 02:15:00,155.142.25.42,10.0.9.147,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09244,2026-02-02 02:20:00,197.25.2.233,10.0.7.228,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09245,2026-02-02 02:25:00,2.91.91.182,10.0.7.13,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09246,2026-02-02 02:30:00,141.18.126.158,10.0.8.76,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09247,2026-02-02 02:35:00,3.69.132.139,10.0.6.94,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09248,2026-02-02 02:40:00,103.1.83.178,10.0.1.178,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09249,2026-02-02 02:45:00,215.121.68.218,10.0.0.195,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09250,2026-02-02 02:50:00,157.47.143.238,10.0.2.174,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09251,2026-02-02 02:55:00,2.177.119.36,10.0.3.171,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09252,2026-02-02 03:00:00,177.107.232.251,10.0.5.227,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09253,2026-02-02 03:05:00,150.175.149.213,10.0.5.145,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09254,2026-02-02 03:10:00,206.211.189.175,10.0.1.147,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09255,2026-02-02 03:15:00,148.237.173.239,10.0.2.78,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09256,2026-02-02 03:20:00,199.138.46.209,10.0.4.71,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09257,2026-02-02 03:25:00,155.90.64.36,10.0.1.108,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09258,2026-02-02 03:30:00,180.171.168.114,10.0.7.6,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09259,2026-02-02 03:35:00,105.239.142.234,10.0.5.8,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT09260,2026-02-02 03:40:00,29.101.60.207,10.0.0.46,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09261,2026-02-02 03:45:00,214.164.18.162,10.0.6.40,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09262,2026-02-02 03:50:00,208.111.4.119,10.0.1.85,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09263,2026-02-02 03:55:00,215.130.237.219,10.0.7.248,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09264,2026-02-02 04:00:00,179.220.146.52,10.0.1.116,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09265,2026-02-02 04:05:00,203.167.127.166,10.0.9.64,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09266,2026-02-02 04:10:00,216.3.168.224,10.0.8.227,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09267,2026-02-02 04:15:00,205.206.181.53,10.0.1.66,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09268,2026-02-02 04:20:00,4.82.71.74,10.0.6.124,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09269,2026-02-02 04:25:00,37.25.214.17,10.0.6.203,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09270,2026-02-02 04:30:00,206.146.112.39,10.0.2.34,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09271,2026-02-02 04:35:00,116.46.3.91,10.0.4.77,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09272,2026-02-02 04:40:00,123.72.142.139,10.0.4.22,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT09273,2026-02-02 04:45:00,135.101.242.146,10.0.9.211,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09274,2026-02-02 04:50:00,16.4.84.163,10.0.1.214,File Access,No IOC Match,,,,,,,,,No Match
EVT09275,2026-02-02 04:55:00,56.96.163.160,10.0.1.136,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09276,2026-02-02 05:00:00,37.94.138.107,10.0.0.122,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09277,2026-02-02 05:05:00,210.94.40.26,10.0.6.160,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09278,2026-02-02 05:10:00,193.158.165.209,10.0.5.141,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09279,2026-02-02 05:15:00,145.246.57.189,10.0.0.187,Login Success,No IOC Match,,,,,,,,,No Match
EVT09280,2026-02-02 05:20:00,187.89.35.223,10.0.5.9,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09281,2026-02-02 05:25:00,156.119.156.39,10.0.0.253,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09282,2026-02-02 05:30:00,213.130.141.10,10.0.3.88,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09283,2026-02-02 05:35:00,125.101.33.50,10.0.9.98,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09284,2026-02-02 05:40:00,168.39.169.88,10.0.0.107,File Access,No IOC Match,,,,,,,,,No Match
EVT09285,2026-02-02 05:45:00,66.26.104.89,10.0.4.168,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09286,2026-02-02 05:50:00,222.25.49.13,10.0.3.101,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09287,2026-02-02 05:55:00,219.190.100.83,10.0.9.237,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09288,2026-02-02 06:00:00,145.56.245.252,10.0.3.105,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09289,2026-02-02 06:05:00,97.205.120.249,10.0.8.250,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT09290,2026-02-02 06:10:00,96.17.140.69,10.0.8.234,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09291,2026-02-02 06:15:00,153.64.76.42,10.0.9.197,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09292,2026-02-02 06:20:00,11.199.116.102,10.0.2.160,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09293,2026-02-02 06:25:00,204.80.189.123,10.0.6.158,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT09294,2026-02-02 06:30:00,217.142.251.119,10.0.4.159,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT09295,2026-02-02 06:35:00,223.77.2.37,10.0.5.34,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09296,2026-02-02 06:40:00,156.144.211.255,10.0.6.104,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09297,2026-02-02 06:45:00,204.128.150.12,10.0.0.243,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09298,2026-02-02 06:50:00,128.21.177.5,10.0.6.34,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09299,2026-02-02 06:55:00,107.57.39.226,10.0.8.125,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09300,2026-02-02 07:00:00,71.212.186.255,10.0.3.109,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09301,2026-02-02 07:05:00,113.129.201.112,10.0.1.235,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09302,2026-02-02 07:10:00,199.45.92.87,10.0.0.6,File Access,No IOC Match,,,,,,,,,No Match
EVT09303,2026-02-02 07:15:00,190.102.113.158,10.0.7.185,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09304,2026-02-02 07:20:00,172.120.159.56,10.0.0.226,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09305,2026-02-02 07:25:00,215.87.189.69,10.0.1.3,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09306,2026-02-02 07:30:00,101.248.65.12,10.0.2.113,Configuration Change,No IOC Match,,,,,,,,,No Match
EVT09307,2026-02-02 07:35:00,161.249.252.168,10.0.6.67,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09308,2026-02-02 07:40:00,78.224.138.217,10.0.8.123,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09309,2026-02-02 07:45:00,2.183.227.165,10.0.3.170,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09310,2026-02-02 07:50:00,208.68.2.53,10.0.3.162,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09311,2026-02-02 07:55:00,199.122.22.102,10.0.4.226,File Access,No IOC Match,,,,,,,,,No Match
EVT09312,2026-02-02 08:00:00,11.247.88.166,10.0.0.160,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09313,2026-02-02 08:05:00,3.184.20.77,10.0.6.212,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09314,2026-02-02 08:10:00,136.130.132.215,10.0.7.220,Login Success,No IOC Match,,,,,,,,,No Match
EVT09315,2026-02-02 08:15:00,195.102.250.201,10.0.1.203,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09316,2026-02-02 08:20:00,218.239.74.30,10.0.2.131,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09317,2026-02-02 08:25:00,193.43.7.67,10.0.3.129,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09318,2026-02-02 08:30:00,34.136.33.224,10.0.6.157,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09319,2026-02-02 08:35:00,39.83.177.5,10.0.3.134,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09320,2026-02-02 08:40:00,216.23.126.167,10.0.4.200,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09321,2026-02-02 08:45:00,94.62.18.75,10.0.8.5,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09322,2026-02-02 08:50:00,129.0.65.7,10.0.6.214,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09323,2026-02-02 08:55:00,191.45.185.197,10.0.9.251,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09324,2026-02-02 09:00:00,219.92.229.156,10.0.2.89,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09325,2026-02-02 09:05:00,173.62.36.143,10.0.3.20,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09326,2026-02-02 09:10:00,11.49.21.105,10.0.1.41,Privilege Escalation,No IOC Match,,,,,,,,,No Match
EVT09327,2026-02-02 09:15:00,169.0.112.93,10.0.7.142,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT09328,2026-02-02 09:20:00,65.195.19.0,10.0.5.20,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09329,2026-02-02 09:25:00,31.112.28.215,10.0.4.250,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09330,2026-02-02 09:30:00,190.164.111.87,10.0.2.75,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT09331,2026-02-02 09:35:00,199.21.6.29,10.0.1.1,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09332,2026-02-02 09:40:00,202.29.151.171,10.0.5.248,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09333,2026-02-02 09:45:00,76.121.34.237,10.0.7.22,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09334,2026-02-02 09:50:00,191.185.178.223,10.0.9.34,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09335,2026-02-02 09:55:00,90.124.180.85,10.0.3.141,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09336,2026-02-02 10:00:00,125.93.183.39,10.0.1.111,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09337,2026-02-02 10:05:00,196.142.29.177,10.0.0.218,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09338,2026-02-02 10:10:00,184.93.207.169,10.0.7.15,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09339,2026-02-02 10:15:00,79.214.90.196,10.0.1.67,File Access,No IOC Match,,,,,,,,,No Match
EVT09340,2026-02-02 10:20:00,157.225.228.26,10.0.1.239,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09341,2026-02-02 10:25:00,181.253.203.73,10.0.4.243,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09342,2026-02-02 10:30:00,128.176.124.203,10.0.6.161,Login Success,No IOC Match,,,,,,,,,No Match
EVT09343,2026-02-02 10:35:00,42.98.30.189,10.0.0.143,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09344,2026-02-02 10:40:00,129.69.130.53,10.0.0.83,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09345,2026-02-02 10:45:00,152.66.174.147,10.0.8.136,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09346,2026-02-02 10:50:00,193.9.173.27,10.0.3.34,Account Lockout,No IOC Match,,,,,,,,,No Match
EVT09347,2026-02-02 10:55:00,214.101.143.120,10.0.1.118,Login Success,No IOC Match,,,,,,,,,No Match
EVT09348,2026-02-02 11:00:00,1.94.116.229,10.0.7.236,Firewall Rule Change,No IOC Match,,,,,,,,,No Match
EVT09349,2026-02-02 11:05:00,222.122.112.248,10.0.4.86,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09350,2026-02-02 11:10:00,157.195.35.106,10.0.4.38,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09351,2026-02-02 11:15:00,184.252.248.186,10.0.2.36,Phishing Email,No IOC Match,,,,,,,,,No Match
EVT09352,2026-02-02 11:20:00,203.192.90.88,10.0.0.72,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09353,2026-02-02 11:25:00,199.116.70.115,10.0.9.55,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09354,2026-02-02 11:30:00,20.239.248.165,10.0.6.146,Login Success,No IOC Match,,,,,,,,,No Match
EVT09355,2026-02-02 11:35:00,7.169.231.155,10.0.8.198,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09356,2026-02-02 11:40:00,131.178.48.221,10.0.9.246,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09357,2026-02-02 11:45:00,220.61.190.38,10.0.5.55,Login Success,No IOC Match,,,,,,,,,No Match
EVT09358,2026-02-02 11:50:00,143.22.198.67,10.0.5.93,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09359,2026-02-02 11:55:00,180.141.137.39,10.0.5.125,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09360,2026-02-02 12:00:00,93.35.29.104,10.0.4.87,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09361,2026-02-02 12:05:00,152.4.33.218,10.0.1.149,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09362,2026-02-02 12:10:00,192.194.31.143,10.0.8.179,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09363,2026-02-02 12:15:00,169.40.186.216,10.0.3.231,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09364,2026-02-02 12:20:00,197.225.221.33,10.0.5.15,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09365,2026-02-02 12:25:00,52.252.36.114,10.0.0.122,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09366,2026-02-02 12:30:00,65.115.53.33,10.0.9.40,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09367,2026-02-02 12:35:00,51.62.45.85,10.0.9.149,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09368,2026-02-02 12:40:00,92.154.144.140,10.0.5.53,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09369,2026-02-02 12:45:00,209.79.163.216,10.0.4.158,DDoS Attempt,No IOC Match,,,,,,,,,No Match
EVT09370,2026-02-02 12:50:00,181.68.81.193,10.0.0.115,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09371,2026-02-02 12:55:00,151.126.250.58,10.0.8.199,File Access,No IOC Match,,,,,,,,,No Match
EVT09372,2026-02-02 13:00:00,203.106.91.250,10.0.1.152,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09373,2026-02-02 13:05:00,80.143.158.54,10.0.0.247,Login Success,No IOC Match,,,,,,,,,No Match
EVT09374,2026-02-02 13:10:00,221.71.230.70,10.0.0.47,SQL Injection Attempt,No IOC Match,,,,,,,,,No Match
EVT09375,2026-02-02 13:15:00,218.221.189.122,10.0.2.130,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09376,2026-02-02 13:20:00,215.12.143.93,10.0.4.71,File Access,No IOC Match,,,,,,,,,No Match
EVT09377,2026-02-02 13:25:00,20.28.152.104,10.0.8.145,Login Success,No IOC Match,,,,,,,,,No Match
EVT09378,2026-02-02 13:30:00,148.69.248.15,10.0.9.115,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09379,2026-02-02 13:35:00,212.176.147.4,10.0.6.16,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09380,2026-02-02 13:40:00,30.117.20.147,10.0.8.170,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09381,2026-02-02 13:45:00,81.47.254.209,10.0.7.65,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09382,2026-02-02 13:50:00,129.244.92.1,10.0.2.123,Session Hijacking Attempt,No IOC Match,,,,,,,,,No Match
EVT09383,2026-02-02 13:55:00,120.144.238.34,10.0.6.207,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09384,2026-02-02 14:00:00,5.36.237.110,10.0.1.72,DNS Tunneling Detected,No IOC Match,,,,,,,,,No Match
EVT09385,2026-02-02 14:05:00,150.163.129.98,10.0.8.171,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09386,2026-02-02 14:10:00,208.73.155.236,10.0.4.79,Suspicious Process Execution,No IOC Match,,,,,,,,,No Match
EVT09387,2026-02-02 14:15:00,128.128.94.16,10.0.2.36,Failed Login,No IOC Match,,,,,,,,,No Match
EVT09388,2026-02-02 14:20:00,129.95.240.76,10.0.9.18,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09389,2026-02-02 14:25:00,151.31.123.3,10.0.8.70,Brute Force,No IOC Match,,,,,,,,,No Match
EVT09390,2026-02-02 14:30:00,171.150.75.6,10.0.7.106,Ransomware Detected,No IOC Match,,,,,,,,,No Match
EVT09391,2026-02-02 14:35:00,174.121.74.140,10.0.7.67,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09392,2026-02-02 14:40:00,78.218.198.17,10.0.5.216,Unauthorized Access,No IOC Match,,,,,,,,,No Match
EVT09393,2026-02-02 14:45:00,204.213.132.241,10.0.5.136,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09394,2026-02-02 14:50:00,45.41.128.203,10.0.6.139,Malware Detection,No IOC Match,,,,,,,,,No Match
EVT09395,2026-02-02 14:55:00,171.220.163.199,10.0.7.171,Data Exfiltration Attempt,No IOC Match,,,,,,,,,No Match
EVT09396,2026-02-02 15:00:00,188.112.10.164,10.0.6.228,Lateral Movement Detected,No IOC Match,,,,,,,,,No Match
EVT09397,2026-02-02 15:05:00,33.79.173.64,10.0.7.35,Web Shell Detected,No IOC Match,,,,,,,,,No Match
EVT09398,2026-02-02 15:10:00,29.5.100.23,10.0.0.191,Credential Dumping,No IOC Match,,,,,,,,,No Match
EVT09399,2026-02-02 15:15:00,188.114.242.193,10.0.7.43,USB Device Connected,No IOC Match,,,,,,,,,No Match
EVT09400,2026-02-02 15:20:00,178.103.176.37,10.0.5.97,Port Scan,No IOC Match,,,,,,,,,No Match
EVT09401,2026-02-02 15:25:00,152.189.36.15,10.0.6.143,VPN Connection,No IOC Match,,,,,,,,,No Match
EVT09402,2026-02-02 15:30:00,81.80.42.50,10.0.0.244,Account Lockout,No IOC Match,,,,,,,,,No Match
