rank,event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified,status
7323,EVT07832,0.3381,33.81,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.094128+00:00,High,16.4,Normal,2.1,No IOC Match,,FIN-SRV-0126,Unknown,False,,0,Normal,No IOC Match,FIN-SRV-0126,Unknown,False,Open
7324,EVT09612,0.3381,33.81,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.165272+00:00,High,16.38,Normal,2.1,No IOC Match,,FIN-MOB-0032,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0032,Unknown,False,Open
7325,EVT00911,0.338,33.8,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.809475+00:00,Low,36.77,Normal,5.8,No IOC Match,,FIN-PRT-0092,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0092,Unknown,False,Open
7326,EVT03101,0.338,33.8,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.900349+00:00,Medium,34.17,Normal,3.0,No IOC Match,,HR-FW-0086,Unknown,False,,6,Normal,No IOC Match,HR-FW-0086,Unknown,False,Open
7327,EVT04610,0.338,33.8,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.959218+00:00,Medium,52.55,Normal,0.7,No IOC Match,,SAL-FW-0030,Unknown,False,,8,Normal,No IOC Match,SAL-FW-0030,Unknown,False,Open
7328,EVT04932,0.338,33.8,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.973762+00:00,High,21.15,Normal,1.5,No IOC Match,,MKT-RTR-0070,Unknown,False,,0,Normal,No IOC Match,MKT-RTR-0070,Unknown,False,Open
7329,EVT09672,0.338,33.8,Medium,Monitor,True,[],1.0,0.5,[],2026-09-02T05:58:32.167475+00:00,Medium,12.41,Normal,4.1,No IOC Match,,HR-FW-0112,Medium,True,0.5,0,Normal,No IOC Match,HR-FW-0112,Medium,True,Open
7330,EVT02852,0.3379,33.79,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.889607+00:00,Low,47.92,Normal,4.4,No IOC Match,,HR-FW-0003,Unknown,False,,5,Normal,No IOC Match,HR-FW-0003,Unknown,False,Open
7331,EVT04592,0.3379,33.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.958597+00:00,Medium,26.93,Normal,3.9,No IOC Match,,LEG-SW-0101,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0101,Unknown,False,Open
7332,EVT08531,0.3379,33.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.122739+00:00,Medium,22.92,Normal,4.4,No IOC Match,,ENG-FW-0057,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0057,Unknown,False,Open
7333,EVT03500,0.3378,33.78,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:31.916902+00:00,Medium,45.93,Normal,2.4,No IOC Match,,HR-MOB-0059,Low,True,0.25,0,Normal,No IOC Match,HR-MOB-0059,Low,True,Open
7334,EVT06564,0.3378,33.78,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.044577+00:00,Medium,14.1,Normal,5.5,No IOC Match,,SAL-PC-0098,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0098,Unknown,False,Open
7335,EVT08857,0.3378,33.78,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.135634+00:00,Low,27.9,Normal,6.9,No IOC Match,,MKT-FW-0047,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0047,Unknown,False,Open
7336,EVT09828,0.3378,33.78,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.173468+00:00,Medium,46.9,Normal,1.4,No IOC Match,,HR-SW-0023,Unknown,False,,5,Normal,No IOC Match,HR-SW-0023,Unknown,False,Open
7337,EVT02730,0.3377,33.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.884178+00:00,Medium,45.27,Normal,1.6,No IOC Match,,HR-FW-0077,Unknown,False,,0,Normal,No IOC Match,HR-FW-0077,Unknown,False,Open
7338,EVT06519,0.3377,33.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.042388+00:00,Low,31.87,Normal,6.4,No IOC Match,,LEG-DB-0054,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0054,Unknown,False,Open
7339,EVT06727,0.3377,33.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.051553+00:00,High,11.46,Normal,2.7,No IOC Match,,FIN-SW-0012,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0012,Unknown,False,Open
7340,EVT07937,0.3377,33.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.099170+00:00,Medium,21.27,Normal,4.6,No IOC Match,,SAL-PC-0058,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0058,Unknown,False,Open
7341,EVT09229,0.3377,33.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.150937+00:00,High,21.86,Normal,1.4,No IOC Match,,OPS-DB-0093,Unknown,False,,0,Normal,No IOC Match,OPS-DB-0093,Unknown,False,Open
7342,EVT02918,0.3376,33.76,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.892662+00:00,Medium,20.42,Normal,4.7,No IOC Match,,MKT-PC-0005,Unknown,False,,0,Normal,No IOC Match,MKT-PC-0005,Unknown,False,Open
7343,EVT03651,0.3376,33.76,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.922553+00:00,High,23.42,Normal,1.2,No IOC Match,,LEG-SW-0019,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0019,Unknown,False,Open
7344,EVT03103,0.3375,33.75,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.900443+00:00,High,20.99,Normal,1.5,No IOC Match,,MKT-SRV-0056,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0056,Unknown,False,Open
7345,EVT03663,0.3375,33.75,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.922999+00:00,Medium,24.41,Normal,4.2,No IOC Match,,OPS-SW-0068,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0068,Unknown,False,Open
7346,EVT09270,0.3375,33.75,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.152601+00:00,Medium,19.59,Normal,4.8,No IOC Match,,LEG-IOT-0036,Unknown,False,,0,Normal,No IOC Match,LEG-IOT-0036,Unknown,False,Open
7347,EVT00344,0.3374,33.74,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.787101+00:00,Low,50.98,Normal,4.0,No IOC Match,,IT-SW-0098,Unknown,False,,6,Normal,No IOC Match,IT-SW-0098,Unknown,False,Open
7348,EVT02990,0.3373,33.73,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.895508+00:00,High,16.93,Normal,2.0,No IOC Match,,MKT-FW-0078,Unknown,False,,0,Normal,No IOC Match,MKT-FW-0078,Unknown,False,Open
7349,EVT00918,0.3372,33.72,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.809717+00:00,High,24.09,Normal,1.1,No IOC Match,,IT-PC-0098,Unknown,False,,0,Normal,No IOC Match,IT-PC-0098,Unknown,False,Open
7350,EVT06700,0.3372,33.72,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.050559+00:00,Medium,24.3,Normal,4.2,No IOC Match,,MKT-PC-0047,Unknown,False,,0,Normal,No IOC Match,MKT-PC-0047,Unknown,False,Open
7351,EVT09461,0.3372,33.72,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.159685+00:00,Medium,17.09,Normal,5.1,No IOC Match,,SAL-PRT-0044,Unknown,False,,0,Normal,No IOC Match,SAL-PRT-0044,Unknown,False,Open
7352,EVT09874,0.3372,33.72,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.175243+00:00,Medium,45.9,Normal,1.5,No IOC Match,,HR-RTR-0019,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0019,Unknown,False,Open
7353,EVT06469,0.3371,33.71,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.040446+00:00,High,26.47,Normal,0.8,No IOC Match,,LEG-PC-0023,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0023,Unknown,False,Open
7354,EVT08955,0.3371,33.71,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.139886+00:00,Low,34.07,Normal,6.1,No IOC Match,,ENG-PC-0044,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0044,Unknown,False,Open
7355,EVT07700,0.337,33.7,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.089279+00:00,Low,51.63,Normal,3.9,No IOC Match,,SAL-PC-0070,Unknown,False,,6,Normal,No IOC Match,SAL-PC-0070,Unknown,False,Open
7356,EVT01087,0.3369,33.69,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.815682+00:00,Low,33.22,Normal,6.2,No IOC Match,,IT-RTR-0055,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0055,Unknown,False,Open
7357,EVT07506,0.3369,33.69,Medium,Monitor,True,[],1.0,0.75,[],2026-09-02T05:58:32.081899+00:00,Low,47.34,Suspicious,0.3,No IOC Match,,IT-MOB-0004,High,True,0.75,0,Suspicious,No IOC Match,IT-MOB-0004,High,True,Open
7358,EVT02899,0.3368,33.68,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.891953+00:00,Medium,21.77,Normal,4.5,No IOC Match,,FIN-IOT-0118,Unknown,False,,0,Normal,No IOC Match,FIN-IOT-0118,Unknown,False,Open
7359,EVT04615,0.3368,33.68,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.959390+00:00,Medium,36.99,Normal,2.6,No IOC Match,,FIN-SRV-0060,Unknown,False,,6,Normal,No IOC Match,FIN-SRV-0060,Unknown,False,Open
7360,EVT08070,0.3368,33.68,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.105071+00:00,Low,29.98,Normal,6.6,No IOC Match,,MKT-DB-0056,Unknown,False,,0,Normal,No IOC Match,MKT-DB-0056,Unknown,False,Open
7361,EVT02753,0.3367,33.67,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.885000+00:00,High,21.56,Normal,1.4,No IOC Match,,LEG-FW-0057,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0057,Unknown,False,Open
7362,EVT04474,0.3367,33.67,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.953948+00:00,Medium,43.35,Normal,1.8,No IOC Match,,IT-FW-0069,Unknown,False,,0,Normal,No IOC Match,IT-FW-0069,Unknown,False,Open
7363,EVT05428,0.3367,33.67,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.999770+00:00,Medium,23.36,Normal,4.3,No IOC Match,,OPS-PRT-0051,Unknown,False,,1,Normal,No IOC Match,OPS-PRT-0051,Unknown,False,Open
7364,EVT05531,0.3367,33.67,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.004537+00:00,Low,39.53,Normal,5.4,No IOC Match,,OPS-DB-0030,Unknown,False,,2,Normal,No IOC Match,OPS-DB-0030,Unknown,False,Open
7365,EVT08190,0.3366,33.66,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.109894+00:00,Medium,20.1,Normal,4.7,No IOC Match,,IT-RTR-0110,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0110,Unknown,False,Open
7366,EVT09016,0.3366,33.66,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.142231+00:00,Medium,32.12,Normal,3.2,No IOC Match,,OPS-PC-0085,Unknown,False,,2,Normal,No IOC Match,OPS-PC-0085,Unknown,False,Open
7367,EVT02249,0.3365,33.65,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.862396+00:00,High,13.47,Normal,2.4,No IOC Match,,FIN-MOB-0080,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0080,Unknown,False,Open
7368,EVT08572,0.3365,33.65,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.124198+00:00,High,23.89,Normal,1.1,No IOC Match,,SAL-RTR-0078,Unknown,False,,0,Normal,No IOC Match,SAL-RTR-0078,Unknown,False,Open
7369,EVT05741,0.3364,33.64,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.012631+00:00,Medium,23.25,Normal,4.3,No IOC Match,,MKT-SRV-0007,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0007,Unknown,False,Open
7370,EVT07147,0.3364,33.64,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.067617+00:00,Medium,45.65,Normal,1.5,No IOC Match,,IT-IOT-0052,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0052,Unknown,False,Open
7371,EVT08026,0.3364,33.64,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.102981+00:00,Low,34.65,Normal,6.0,No IOC Match,,IT-SRV-0121,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0121,Unknown,False,Open
7372,EVT01911,0.3363,33.63,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.846960+00:00,Medium,26.43,Normal,3.9,No IOC Match,,ENG-PC-0012,Unknown,False,,0,Normal,No IOC Match,ENG-PC-0012,Unknown,False,Open
7373,EVT04996,0.3363,33.63,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.976784+00:00,Medium,49.61,Normal,1.0,No IOC Match,,IT-IOT-0067,Unknown,False,,7,Normal,No IOC Match,IT-IOT-0067,Unknown,False,Open
7374,EVT05967,0.3363,33.63,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.020958+00:00,Low,25.81,Normal,7.1,No IOC Match,,HR-RTR-0095,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0095,Unknown,False,Open
7375,EVT08367,0.3363,33.63,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.116680+00:00,Medium,19.23,Normal,4.8,No IOC Match,,OPS-SW-0073,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0073,Unknown,False,Open
7376,EVT00219,0.3362,33.62,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.782653+00:00,Medium,20.8,Normal,4.6,No IOC Match,,IT-RTR-0011,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0011,Unknown,False,Open
7377,EVT01590,0.3362,33.62,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.834218+00:00,Medium,16.78,Normal,5.1,No IOC Match,,ENG-IOT-0030,Unknown,False,,0,Normal,No IOC Match,ENG-IOT-0030,Unknown,False,Open
7378,EVT05057,0.3362,33.62,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.979606+00:00,High,15.8,Normal,2.1,No IOC Match,,MKT-PRT-0049,Unknown,False,,0,Normal,No IOC Match,MKT-PRT-0049,Unknown,False,Open
7379,EVT06551,0.3362,33.62,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.044054+00:00,High,15.77,Normal,2.1,No IOC Match,,FIN-MOB-0083,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0083,Unknown,False,Open
7380,EVT08573,0.3362,33.62,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.124231+00:00,High,24.58,Normal,1.0,No IOC Match,,LEG-FW-0027,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0027,Unknown,False,Open
7381,EVT03903,0.3361,33.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.931476+00:00,High,17.35,Normal,1.9,No IOC Match,,MKT-MOB-0102,Unknown,False,,0,Normal,No IOC Match,MKT-MOB-0102,Unknown,False,Open
7382,EVT04394,0.3361,33.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.950755+00:00,Low,45.74,Normal,4.6,No IOC Match,,ENG-MOB-0120,Unknown,False,,4,Normal,No IOC Match,ENG-MOB-0120,Unknown,False,Open
7383,EVT05450,0.3361,33.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.000797+00:00,High,19.74,Normal,1.6,No IOC Match,,LEG-PC-0097,Unknown,False,,0,Normal,No IOC Match,LEG-PC-0097,Unknown,False,Open
7384,EVT06755,0.3361,33.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.052810+00:00,High,22.96,Normal,1.2,No IOC Match,,ENG-DB-0118,Unknown,False,,0,Normal,No IOC Match,ENG-DB-0118,Unknown,False,Open
7385,EVT09957,0.336,33.6,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.178909+00:00,High,21.31,Normal,1.4,No IOC Match,,HR-PC-0068,Unknown,False,,0,Normal,No IOC Match,HR-PC-0068,Unknown,False,Open
7386,EVT07659,0.3359,33.59,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.087699+00:00,High,15.68,Normal,2.1,No IOC Match,,FIN-MOB-0044,Unknown,False,,0,Normal,No IOC Match,FIN-MOB-0044,Unknown,False,Open
7387,EVT00178,0.3358,33.58,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.781071+00:00,Low,43.26,Normal,4.9,No IOC Match,,LEG-MOB-0112,Unknown,False,,6,Normal,No IOC Match,LEG-MOB-0112,Unknown,False,Open
7388,EVT04607,0.3358,33.58,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.959115+00:00,Medium,38.25,Normal,2.4,No IOC Match,,OPS-RTR-0067,Unknown,False,,0,Normal,No IOC Match,OPS-RTR-0067,Unknown,False,Open
7389,EVT03002,0.3357,33.57,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.896127+00:00,High,24.44,Normal,1.0,No IOC Match,,HR-PRT-0040,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0040,Unknown,False,Open
7390,EVT03182,0.3356,33.56,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.903647+00:00,Low,49.6,Normal,4.1,No IOC Match,,MKT-SW-0069,Unknown,False,,7,Normal,No IOC Match,MKT-SW-0069,Unknown,False,Open
7391,EVT07376,0.3356,33.56,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:32.076664+00:00,Medium,18.65,Normal,5.7,No IOC Match,,FIN-DB-0023,Low,True,0.25,0,Normal,No IOC Match,FIN-DB-0023,Low,True,Open
7392,EVT07898,0.3356,33.56,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.097242+00:00,High,20.4,Normal,1.5,No IOC Match,,SAL-SRV-0119,Unknown,False,,0,Normal,No IOC Match,SAL-SRV-0119,Unknown,False,Open
7393,EVT09448,0.3356,33.56,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.159173+00:00,High,31.58,Normal,0.1,No IOC Match,,MKT-SRV-0037,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0037,Unknown,False,Open
7394,EVT00062,0.3355,33.55,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.776208+00:00,Low,44.75,Normal,4.7,No IOC Match,,ENG-SW-0103,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0103,Unknown,False,Open
7395,EVT02721,0.3355,33.55,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.883868+00:00,Medium,40.55,Normal,2.1,No IOC Match,,SAL-RTR-0107,Unknown,False,,6,Normal,No IOC Match,SAL-RTR-0107,Unknown,False,Open
7396,EVT01993,0.3352,33.52,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.851228+00:00,High,10.68,Normal,2.7,No IOC Match,,OPS-LAP-0018,Unknown,False,,0,Normal,No IOC Match,OPS-LAP-0018,Unknown,False,Open
7397,EVT05604,0.3352,33.52,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.007519+00:00,Medium,34.87,Normal,2.8,No IOC Match,,IT-MOB-0032,Unknown,False,,2,Normal,No IOC Match,IT-MOB-0032,Unknown,False,Open
7398,EVT08332,0.3352,33.52,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.115211+00:00,Low,30.27,Normal,6.5,No IOC Match,,IT-LAP-0090,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0090,Unknown,False,Open
7399,EVT08607,0.3352,33.52,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.125591+00:00,High,24.27,Normal,1.0,No IOC Match,,MKT-SRV-0098,Unknown,False,,0,Normal,No IOC Match,MKT-SRV-0098,Unknown,False,Open
7400,EVT00653,0.335,33.5,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.799360+00:00,Medium,18.8,Normal,4.8,No IOC Match,,HR-LAP-0107,Unknown,False,,0,Normal,No IOC Match,HR-LAP-0107,Unknown,False,Open
7401,EVT01201,0.335,33.5,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.819672+00:00,Low,31.81,Normal,6.3,No IOC Match,,MKT-PRT-0079,Unknown,False,,0,Normal,No IOC Match,MKT-PRT-0079,Unknown,False,Open
7402,EVT04933,0.335,33.5,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.973800+00:00,Low,31.81,Normal,6.3,No IOC Match,,IT-RTR-0046,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0046,Unknown,False,Open
7403,EVT00369,0.3349,33.49,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.787990+00:00,Low,29.38,Normal,6.6,No IOC Match,,IT-PRT-0039,Unknown,False,,0,Normal,No IOC Match,IT-PRT-0039,Unknown,False,Open
7404,EVT00720,0.3349,33.49,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.802322+00:00,Low,28.58,Normal,6.7,No IOC Match,,ENG-MOB-0008,Unknown,False,,0,Normal,No IOC Match,ENG-MOB-0008,Unknown,False,Open
7405,EVT03674,0.3349,33.49,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.923377+00:00,Medium,53.17,Normal,0.5,No IOC Match,,OPS-PC-0090,Unknown,False,,8,Normal,No IOC Match,OPS-PC-0090,Unknown,False,Open
7406,EVT04736,0.3349,33.49,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.964285+00:00,Medium,21.18,Normal,4.5,No IOC Match,,ENG-SW-0038,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0038,Unknown,False,Open
7407,EVT08812,0.3349,33.49,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.133551+00:00,Medium,25.16,Normal,4.0,No IOC Match,,OPS-SW-0024,Unknown,False,,0,Normal,No IOC Match,OPS-SW-0024,Unknown,False,Open
7408,EVT02837,0.3348,33.48,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.889043+00:00,High,24.15,Normal,1.0,No IOC Match,,HR-MOB-0073,Unknown,False,,3,Normal,No IOC Match,HR-MOB-0073,Unknown,False,Open
7409,EVT07482,0.3347,33.47,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.081041+00:00,Low,35.7,Normal,5.8,No IOC Match,,FIN-DB-0053,Unknown,False,,0,Normal,No IOC Match,FIN-DB-0053,Unknown,False,Open
7410,EVT09203,0.3347,33.47,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.149740+00:00,High,30.49,Normal,0.2,No IOC Match,,OPS-PC-0094,Unknown,False,,1,Normal,No IOC Match,OPS-PC-0094,Unknown,False,Open
7411,EVT09961,0.3347,33.47,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.179049+00:00,Low,42.11,Normal,5.0,No IOC Match,,SAL-MOB-0008,Unknown,False,,2,Normal,No IOC Match,SAL-MOB-0008,Unknown,False,Open
7412,EVT05603,0.3346,33.46,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.007388+00:00,Low,51.67,Normal,3.8,No IOC Match,,ENG-PC-0089,Unknown,False,,6,Normal,No IOC Match,ENG-PC-0089,Unknown,False,Open
7413,EVT07838,0.3346,33.46,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:32.094338+00:00,Low,57.63,Normal,3.9,No IOC Match,,LEG-FW-0048,Low,True,0.25,2,Normal,No IOC Match,LEG-FW-0048,Low,True,Open
7414,EVT06338,0.3345,33.45,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:32.035048+00:00,Medium,53.83,Normal,0.4,No IOC Match,,SAL-RTR-0024,Unknown,False,,7,Normal,No IOC Match,SAL-RTR-0024,Unknown,False,Open
7415,EVT07096,0.3345,33.45,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.065775+00:00,Medium,47.43,Normal,1.2,No IOC Match,,MKT-SW-0048,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0048,Unknown,False,Open
7416,EVT07628,0.3344,33.44,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.086581+00:00,Medium,17.0,Normal,5.0,No IOC Match,,HR-DB-0063,Unknown,False,,0,Normal,No IOC Match,HR-DB-0063,Unknown,False,Open
7417,EVT02445,0.3343,33.43,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.869636+00:00,High,16.77,Normal,1.9,No IOC Match,,HR-LAP-0015,Unknown,False,,0,Normal,No IOC Match,HR-LAP-0015,Unknown,False,Open
7418,EVT03839,0.3343,33.43,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.929194+00:00,Medium,41.78,Normal,1.9,No IOC Match,,LEG-FW-0030,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0030,Unknown,False,Open
7419,EVT06936,0.3343,33.43,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:32.059757+00:00,Medium,40.19,Normal,2.1,No IOC Match,,HR-FW-0147,Unknown,False,,0,Normal,No IOC Match,HR-FW-0147,Unknown,False,Open
